record_id,timestamp,hour,zone_id,zone_name,road_name,latitude,longitude,dashcam_detection_confidence,pothole_depth_cm,pothole_width_cm,surface_area_sqm,road_roughness_iri,vehicle_vibration_g,approaching_speed_kmh,weather,lighting,severity,repair_urgency,community_reports_count,verified_status,synthetic_label
POT-003530,2026-02-15 21:07:00,21,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.979336,77.605146,0.869,13.3,89.6,0.119,10.22,1.65,38.8,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003531,2026-01-09 03:08:00,3,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.914022,77.62428,0.902,9.9,20.3,0.02,2.65,0.68,41.2,CLEAR,NIGHT_UNLIT,HIGH,URGENT_24H,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-003532,2026-02-17 16:32:00,16,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.953796,77.703073,0.887,8.6,81.5,0.07,4.42,1.43,59.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003533,2026-03-25 19:03:00,19,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.918217,77.623215,0.89,8.1,34.4,0.028,8.55,0.25,33.9,CLOUDY,NIGHT_UNLIT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003534,2026-03-14 19:13:00,19,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.988474,77.731765,0.873,17.1,89.8,0.154,3.81,1.3,33.2,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003535,2026-03-14 10:48:00,10,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.976903,77.602126,0.798,9.8,25.5,0.025,8.25,1.25,37.5,CLOUDY,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003536,2026-02-11 16:27:00,16,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.968678,77.641622,0.896,9.3,106.2,0.099,8.85,0.87,41.0,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003537,2026-02-21 04:28:00,4,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.987188,77.727094,0.913,3.8,15.3,0.006,4.03,2.24,15.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003538,2026-03-12 00:49:00,0,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.97245,77.636913,0.944,4.6,75.4,0.035,10.89,2.27,57.7,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003539,2026-01-28 20:16:00,20,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.027529,77.551753,0.796,18.0,60.9,0.11,3.37,1.83,22.5,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-003540,2026-03-14 11:28:00,11,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.000105,77.697095,0.9,3.7,43.6,0.016,4.0,2.95,58.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003541,2026-02-16 16:53:00,16,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.928331,77.675966,0.845,14.6,30.9,0.045,8.92,1.02,26.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003542,2026-03-07 06:04:00,6,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.97338,77.603968,0.828,5.7,103.8,0.059,6.97,1.82,46.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003543,2026-02-23 09:07:00,9,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.956188,77.698708,0.905,2.2,108.2,0.024,3.35,0.35,45.7,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003544,2026-01-19 00:27:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.981455,77.731164,0.781,10.4,50.7,0.053,6.69,3.08,62.9,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003545,2026-01-23 16:17:00,16,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.917332,77.649442,0.918,4.2,19.9,0.008,10.25,0.96,27.9,CLEAR,DAYLIGHT,MEDIUM,PRIORITY_3D,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003546,2026-01-05 23:34:00,23,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.031986,77.593837,0.938,16.8,51.2,0.086,8.11,1.15,46.9,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003547,2026-02-23 00:05:00,0,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.969735,77.640678,0.965,13.3,57.6,0.077,9.77,1.39,58.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003548,2026-01-31 11:27:00,11,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.918108,77.623459,0.853,13.7,94.9,0.13,10.25,2.46,35.9,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003549,2026-01-27 11:59:00,11,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.952919,77.701496,0.86,6.6,29.2,0.019,6.18,1.07,15.7,CLEAR,DAYLIGHT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003550,2026-01-15 12:27:00,12,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.844603,77.661358,0.822,12.9,58.8,0.076,8.08,1.98,25.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003551,2026-03-01 03:03:00,3,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.932144,77.628232,0.848,6.7,93.9,0.063,4.41,2.75,58.5,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003552,2026-03-21 07:41:00,7,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.935721,77.623094,0.9,17.6,18.8,0.033,10.82,3.21,52.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-003553,2026-02-17 13:19:00,13,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.849928,77.663319,0.958,8.3,62.3,0.052,7.69,0.85,28.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003554,2026-03-27 02:39:00,2,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.952168,77.706035,0.91,16.8,43.4,0.073,7.67,0.67,52.4,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003555,2026-02-12 23:17:00,23,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.925521,77.67745,0.955,12.0,22.8,0.027,4.6,0.87,49.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003556,2026-02-27 10:45:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.995565,77.695232,0.836,9.5,24.0,0.023,10.36,0.33,55.8,CLOUDY,DAYLIGHT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003557,2026-01-25 14:00:00,14,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.968412,77.636914,0.957,13.1,70.9,0.093,6.8,0.65,19.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003558,2026-01-11 21:27:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.019538,77.55219,0.879,11.1,26.7,0.03,5.5,0.41,37.9,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003559,2026-01-05 10:26:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99785,77.695205,0.812,10.8,108.4,0.117,4.03,0.79,19.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003560,2026-01-16 15:21:00,15,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.000865,77.690398,0.892,3.4,97.9,0.033,7.96,1.66,32.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003561,2026-01-14 02:43:00,2,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.970727,77.603015,0.79,9.7,45.7,0.044,5.36,3.03,34.5,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003562,2026-02-24 09:16:00,9,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.021447,77.557829,0.782,8.7,68.9,0.06,3.56,1.78,61.1,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003563,2026-03-09 20:07:00,20,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.973237,77.611164,0.887,16.6,78.5,0.13,10.52,0.84,33.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003564,2026-03-27 03:27:00,3,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.993773,77.694021,0.855,17.0,99.6,0.169,6.5,2.92,15.5,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003565,2026-03-25 04:34:00,4,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.001391,77.687961,0.905,12.3,89.9,0.111,3.8,2.6,19.0,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003566,2026-02-14 04:52:00,4,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.038103,77.601769,0.932,17.0,30.5,0.052,5.2,1.69,40.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003567,2026-02-24 22:00:00,22,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.924733,77.675274,0.922,11.9,25.1,0.03,10.63,2.01,28.7,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003568,2026-02-13 14:58:00,14,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99976,77.68989,0.903,13.3,104.5,0.139,4.22,1.32,18.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003569,2026-01-21 21:05:00,21,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.991287,77.732886,0.932,5.6,66.3,0.037,7.51,3.37,36.2,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003570,2026-02-07 03:35:00,3,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.921761,77.647545,0.83,15.8,53.8,0.085,10.62,2.52,59.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003571,2026-03-03 20:29:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.92189,77.650062,0.961,6.4,61.2,0.039,3.27,1.62,17.1,HEAVY_RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003572,2026-03-07 23:39:00,23,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.933608,77.620579,0.802,5.3,20.7,0.011,3.15,0.77,31.2,RAIN,NIGHT_LIT,MEDIUM,PRIORITY_3D,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003573,2026-02-28 13:54:00,13,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.983105,77.732278,0.834,8.2,32.8,0.027,5.57,3.36,25.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003574,2026-01-30 13:10:00,13,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.001612,77.697556,0.821,14.7,95.3,0.14,9.92,3.4,43.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003575,2026-01-01 17:02:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.998113,77.695497,0.912,15.4,16.8,0.026,4.85,1.72,60.6,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003576,2026-02-23 01:07:00,1,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.999934,77.694656,0.834,14.0,64.1,0.09,4.95,2.93,18.3,HEAVY_RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003577,2026-01-10 08:40:00,8,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.021189,77.552518,0.917,11.4,26.0,0.03,7.98,0.88,51.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003578,2026-02-24 19:24:00,19,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.922519,77.678596,0.953,17.9,49.9,0.089,7.49,2.58,39.9,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003579,2026-02-16 09:48:00,9,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.915994,77.625623,0.842,17.8,70.4,0.125,8.29,1.14,27.8,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003580,2026-01-16 02:02:00,2,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.920638,77.622456,0.815,5.9,103.9,0.061,10.41,0.97,17.9,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003581,2026-03-28 22:37:00,22,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.985048,77.729645,0.855,12.5,31.8,0.04,5.45,1.96,58.1,RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003582,2026-03-25 05:30:00,5,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.840781,77.665085,0.966,11.5,82.5,0.095,9.68,1.6,46.4,FOG,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003583,2026-02-10 21:31:00,21,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.035362,77.597792,0.952,18.2,56.4,0.103,7.61,2.95,62.7,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-003584,2026-01-13 07:31:00,7,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.030995,77.592212,0.793,17.4,105.3,0.183,8.19,2.09,26.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003585,2026-03-23 06:29:00,6,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.927435,77.675747,0.851,5.6,62.1,0.035,6.02,1.57,24.5,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003586,2026-02-12 17:02:00,17,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.921348,77.618904,0.989,2.5,26.2,0.007,6.22,2.28,38.2,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003587,2026-03-27 05:05:00,5,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.93735,77.62668,0.989,3.8,104.1,0.04,7.14,1.1,53.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003588,2026-02-25 04:04:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.920177,77.64673,0.839,10.2,40.7,0.042,7.81,2.09,15.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003589,2026-01-27 20:28:00,20,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.983642,77.731563,0.917,11.9,88.7,0.106,6.06,3.37,32.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-003590,2026-03-15 02:11:00,2,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.977121,77.608687,0.83,15.5,97.4,0.151,4.78,2.24,47.1,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-003591,2026-03-05 16:05:00,16,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.975649,77.641785,0.853,10.4,49.1,0.051,9.96,0.76,55.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003592,2026-01-11 03:14:00,3,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.000068,77.68792,0.826,12.8,20.5,0.026,7.11,2.8,52.9,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003593,2026-02-04 14:35:00,14,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.843348,77.656354,0.797,2.2,95.4,0.021,7.96,0.74,25.3,FOG,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003594,2026-01-12 01:48:00,1,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99843,77.694003,0.9,2.9,28.7,0.008,10.93,0.65,21.1,FOG,NIGHT_LIT,LOW,ROUTINE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-003595,2026-01-05 13:41:00,13,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.91847,77.623254,0.848,11.6,94.0,0.109,6.63,2.31,39.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003596,2026-02-14 06:13:00,6,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.978053,77.60973,0.909,4.8,77.8,0.037,7.92,2.11,51.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003597,2026-03-30 07:34:00,7,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.956356,77.704945,0.845,10.7,26.0,0.028,10.03,0.54,40.9,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003598,2026-01-12 01:31:00,1,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.967347,77.646104,0.984,8.0,58.0,0.046,6.27,1.0,36.5,CLOUDY,NIGHT_UNLIT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003599,2026-01-08 07:47:00,7,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.849191,77.659167,0.876,2.9,86.4,0.025,9.1,2.06,42.6,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003600,2026-01-30 08:38:00,8,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.929099,77.673223,0.905,11.4,23.5,0.027,6.09,1.02,51.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003601,2026-03-28 05:36:00,5,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.921817,77.648957,0.809,16.8,23.4,0.039,10.02,1.92,48.9,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003602,2026-02-26 02:33:00,2,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.968301,77.644516,0.912,16.9,46.3,0.078,10.86,3.16,31.4,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003603,2026-02-14 17:00:00,17,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.922325,77.674972,0.909,11.2,37.4,0.042,5.98,0.66,59.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003604,2026-01-13 10:30:00,10,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.930877,77.619661,0.932,12.0,68.2,0.082,8.44,2.62,24.4,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003605,2026-02-05 23:42:00,23,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.921295,77.619911,0.875,18.1,24.3,0.044,5.17,2.31,18.8,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003606,2026-02-02 16:33:00,16,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.930186,77.671803,0.967,12.0,57.6,0.069,4.45,2.47,22.8,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003607,2026-02-01 03:49:00,3,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.916079,77.619245,0.973,10.2,97.2,0.099,5.23,0.64,31.6,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-003608,2026-01-19 04:08:00,4,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.9203,77.626107,0.895,11.4,83.7,0.095,6.29,2.93,26.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003609,2026-02-26 01:46:00,1,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.939247,77.625739,0.978,12.0,97.5,0.117,7.82,0.73,37.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003610,2026-01-19 09:44:00,9,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.840951,77.65645,0.794,18.0,46.2,0.083,7.49,2.17,52.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003611,2026-02-01 01:27:00,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.917199,77.643452,0.924,9.4,91.0,0.086,4.55,0.37,60.3,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-003612,2026-03-05 07:42:00,7,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.912621,77.62305,0.798,3.7,87.9,0.033,5.88,1.8,19.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-003613,2026-03-24 15:09:00,15,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.032643,77.595826,0.985,16.2,21.8,0.035,3.6,0.63,20.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-003614,2026-02-04 22:23:00,22,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.92208,77.624608,0.885,15.7,32.6,0.051,3.9,2.62,26.9,HEAVY_RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
