incident_id,vehicle_id,vehicle_speed_kmh,deceleration_mps2,jerk_mps3,heading_change_deg,airbag_trigger,impact_sensor_indicator,collision_distance_m,braking_status,nearby_vehicle_count,vehicle_density,road_condition,weather_condition,visibility_km,calculated_collision_probability,road_blockage_probability,emergency_required,severity,accident_detected_label,telemetry_source
ACC-REC-005114,VEH-199,60.3,6.45,17.72,16.3,0,0.202,22.7,HARD_BRAKING,14,0.74,POOR,CLEAR,10.0,0.315,0.43,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005115,VEH-028,70.5,0.14,3.56,2.1,0,0.1,162.3,LIGHT,13,0.67,FAIR,HEAVY_RAIN,2.0,0.035,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005116,VEH-007,69.2,4.86,14.28,38.7,0,0.221,11.5,HARD_BRAKING,14,0.95,UNDER_CONSTRUCTION,RAIN,5.0,0.29,0.54,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005117,VEH-141,55.3,10.93,70.7,65.5,1,0.923,0.6,CRASH_STOP,3,0.27,UNDER_CONSTRUCTION,FOG,2.0,0.792,0.92,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005118,VEH-114,35.8,0.91,0.66,3.5,0,0.064,149.5,LIGHT,9,0.41,GOOD,CLEAR,10.0,0.038,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005119,VEH-186,71.9,1.86,2.73,5.9,0,0.088,100.0,NONE,3,0.27,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.073,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005120,VEH-002,62.7,7.28,6.87,0.6,0,0.301,8.6,HARD_BRAKING,11,0.76,UNDER_CONSTRUCTION,FOG,2.0,0.348,0.44,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005121,VEH-141,52.4,8.17,15.15,18.4,0,0.531,15.4,HARD_BRAKING,9,0.41,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.43,0.36,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005122,VEH-014,50.9,1.4,0.11,2.4,0,0.043,72.2,LIGHT,9,0.7,FAIR,CLEAR,10.0,0.044,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005123,VEH-122,59.6,9.5,71.94,122.0,1,0.743,4.9,CRASH_STOP,16,0.92,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.716,0.81,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005124,VEH-128,69.3,6.39,16.0,13.2,0,0.322,4.9,HARD_BRAKING,5,0.29,GOOD,FOG,2.0,0.368,0.43,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005125,VEH-039,39.7,1.13,2.24,3.2,0,0.068,174.5,NORMAL,7,0.42,FAIR,RAIN,5.0,0.049,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005126,VEH-144,14.2,6.74,7.57,40.1,0,0.27,27.5,HARD_BRAKING,12,0.75,GOOD,CLEAR,10.0,0.293,0.37,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005127,VEH-138,27.3,2.21,2.59,4.7,0,0.033,103.1,LIGHT,8,0.59,FAIR,CLOUDY,2.0,0.07,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005128,VEH-020,88.3,7.07,17.08,19.9,0,0.435,10.7,HARD_BRAKING,10,0.55,POOR,FOG,2.0,0.399,0.64,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005129,VEH-132,46.8,7.48,17.64,23.2,0,0.248,22.2,HARD_BRAKING,11,0.8,GOOD,HEAVY_RAIN,2.0,0.351,0.56,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005130,VEH-041,39.3,2.64,3.02,3.9,0,0.048,74.4,LIGHT,14,0.75,FAIR,RAIN,5.0,0.086,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005131,VEH-085,72.2,8.32,15.28,24.7,0,0.259,16.9,HARD_BRAKING,5,0.3,FAIR,HEAVY_RAIN,2.0,0.377,0.62,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005132,VEH-136,46.9,0.38,1.31,3.0,0,0.004,96.6,NONE,13,0.69,FAIR,CLOUDY,2.0,0.015,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005133,VEH-173,91.7,0.73,2.74,14.1,0,0.056,148.8,LIGHT,13,0.76,POOR,RAIN,5.0,0.039,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005134,VEH-117,48.2,1.68,2.87,14.8,0,0.097,44.7,NONE,10,0.73,GOOD,RAIN,5.0,0.082,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005135,VEH-113,70.9,6.57,12.15,29.3,0,0.346,21.8,HARD_BRAKING,15,0.84,POOR,HEAVY_RAIN,2.0,0.33,0.57,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005136,VEH-071,35.2,2.3,1.12,7.6,0,0.114,173.4,LIGHT,9,0.66,FAIR,FOG,2.0,0.084,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005137,VEH-110,27.1,2.69,2.41,8.5,0,0.087,180.8,NONE,8,0.39,FAIR,FOG,2.0,0.093,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005138,VEH-196,52.4,13.91,27.17,152.7,1,0.98,2.3,CRASH_STOP,12,0.81,GOOD,CLOUDY,2.0,0.73,0.93,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005139,VEH-143,81.7,3.16,2.34,0.6,0,0.018,46.3,LIGHT,14,0.73,FAIR,FOG,2.0,0.098,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005140,VEH-031,93.2,5.59,7.36,3.2,0,0.348,6.8,HARD_BRAKING,11,0.66,UNDER_CONSTRUCTION,RAIN,5.0,0.32,0.35,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005141,VEH-080,47.4,2.38,2.45,8.9,0,0.094,151.6,NONE,12,0.65,GOOD,CLEAR,10.0,0.086,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005142,VEH-001,64.1,17.64,27.77,136.4,1,0.971,4.4,CRASH_STOP,14,0.94,UNDER_CONSTRUCTION,RAIN,5.0,0.819,0.93,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005143,VEH-104,72.1,5.51,9.74,22.6,0,0.215,20.9,HARD_BRAKING,8,0.49,FAIR,CLOUDY,2.0,0.271,0.51,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005144,VEH-082,54.9,5.64,8.72,15.9,0,0.334,6.3,HARD_BRAKING,10,0.49,UNDER_CONSTRUCTION,CLEAR,10.0,0.324,0.58,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005145,VEH-197,23.4,3.43,3.55,1.7,0,0.019,35.6,NONE,10,0.48,FAIR,RAIN,5.0,0.13,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005146,VEH-127,55.8,6.6,15.77,4.3,0,0.394,13.6,HARD_BRAKING,13,0.65,UNDER_CONSTRUCTION,CLOUDY,2.0,0.369,0.63,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005147,VEH-078,23.8,0.51,3.16,2.0,0,0.069,64.8,NORMAL,10,0.71,GOOD,HEAVY_RAIN,2.0,0.037,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005148,VEH-106,52.2,1.59,1.09,3.6,0,0.042,148.5,NORMAL,10,0.77,UNDER_CONSTRUCTION,CLEAR,10.0,0.052,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005149,VEH-136,61.5,10.66,35.68,123.7,1,0.78,5.1,CRASH_STOP,12,0.72,GOOD,FOG,2.0,0.631,0.91,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005150,VEH-174,28.3,3.12,2.13,2.3,0,0.106,231.6,LIGHT,11,0.71,GOOD,HEAVY_RAIN,2.0,0.106,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005151,VEH-081,83.7,1.82,2.07,6.9,0,0.049,56.8,LIGHT,11,0.56,FAIR,CLOUDY,2.0,0.062,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005152,VEH-106,19.7,1.43,2.01,4.0,0,0.091,194.0,LIGHT,12,0.66,UNDER_CONSTRUCTION,RAIN,5.0,0.061,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005153,VEH-006,17.4,16.89,41.67,33.6,0,0.834,2.7,CRASH_STOP,12,0.78,UNDER_CONSTRUCTION,CLOUDY,2.0,0.823,0.95,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005154,VEH-189,31.3,1.16,2.11,4.4,0,0.015,223.5,NORMAL,11,0.85,UNDER_CONSTRUCTION,RAIN,5.0,0.039,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005155,VEH-101,74.2,0.22,2.34,0.3,0,0.078,201.3,NONE,7,0.44,POOR,CLEAR,10.0,0.029,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005156,VEH-107,82.9,5.71,11.62,13.5,0,0.535,20.3,HARD_BRAKING,5,0.32,POOR,FOG,2.0,0.348,0.56,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005157,VEH-121,22.7,2.85,2.14,7.4,0,0.051,187.5,NONE,6,0.43,UNDER_CONSTRUCTION,CLEAR,10.0,0.089,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005158,VEH-134,26.7,1.91,1.92,10.2,0,0.136,236.5,NONE,8,0.4,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.081,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005159,VEH-110,27.3,2.52,1.73,3.7,0,0.04,175.7,NONE,14,0.93,UNDER_CONSTRUCTION,CLEAR,10.0,0.077,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005160,VEH-097,57.1,0.71,2.04,11.1,0,0.092,157.3,NONE,7,0.38,UNDER_CONSTRUCTION,CLOUDY,2.0,0.043,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005161,VEH-020,46.1,1.32,0.26,5.1,0,0.065,39.8,NORMAL,7,0.47,GOOD,CLOUDY,2.0,0.067,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005162,VEH-163,82.7,12.72,26.03,114.5,1,0.754,5.8,CRASH_STOP,9,0.44,POOR,CLEAR,10.0,0.644,0.8,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005163,VEH-044,70.5,6.84,12.85,15.4,0,0.205,15.9,HARD_BRAKING,11,0.6,POOR,CLOUDY,2.0,0.323,0.49,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005164,VEH-149,67.5,2.49,2.21,3.5,0,0.004,184.5,LIGHT,15,0.92,GOOD,CLEAR,10.0,0.07,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005165,VEH-107,63.4,2.14,1.0,14.8,0,0.065,152.2,LIGHT,9,0.49,UNDER_CONSTRUCTION,FOG,2.0,0.07,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005166,VEH-126,55.0,3.32,3.25,15.2,0,0.067,74.3,NORMAL,8,0.35,POOR,RAIN,5.0,0.107,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005167,VEH-149,63.8,1.94,1.57,1.6,0,0.119,162.2,LIGHT,8,0.39,FAIR,FOG,2.0,0.078,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005168,VEH-071,14.6,9.42,35.51,161.0,1,0.773,2.8,CRASH_STOP,10,0.67,POOR,FOG,2.0,0.603,0.81,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005169,VEH-146,68.1,10.0,47.22,73.7,1,0.839,2.0,CRASH_STOP,13,0.7,GOOD,CLEAR,10.0,0.671,0.88,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005170,VEH-031,80.6,3.02,1.2,11.9,0,0.038,228.3,NONE,11,0.75,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.087,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005171,VEH-125,28.7,3.7,0.36,6.4,0,0.043,48.9,NONE,5,0.34,FAIR,RAIN,5.0,0.105,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005172,VEH-086,50.5,6.72,11.45,5.8,0,0.511,16.2,HARD_BRAKING,13,0.89,GOOD,FOG,2.0,0.376,0.5,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005173,VEH-155,37.3,2.78,1.88,5.0,0,0.072,198.8,LIGHT,10,0.64,GOOD,RAIN,5.0,0.09,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005174,VEH-008,38.5,1.88,0.72,7.8,0,0.144,140.3,LIGHT,16,0.87,GOOD,CLEAR,10.0,0.078,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005175,VEH-197,52.0,1.2,3.79,4.6,0,0.089,216.9,NORMAL,7,0.57,FAIR,FOG,2.0,0.06,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005176,VEH-200,30.1,3.06,1.78,2.7,0,0.045,92.1,NONE,12,0.89,GOOD,FOG,2.0,0.091,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005177,VEH-051,63.6,3.29,3.18,4.3,0,0.058,48.4,NONE,6,0.33,GOOD,CLEAR,10.0,0.108,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005178,VEH-059,25.9,2.58,2.67,0.3,0,0.057,142.4,LIGHT,15,0.86,POOR,CLEAR,10.0,0.085,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005179,VEH-126,28.5,2.36,3.56,1.6,0,0.015,60.7,NORMAL,9,0.51,GOOD,CLEAR,10.0,0.074,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005180,VEH-008,50.9,2.12,3.81,5.9,0,0.048,230.7,NORMAL,11,0.58,FAIR,RAIN,5.0,0.075,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005181,VEH-012,39.3,1.41,0.24,4.1,0,0.128,204.8,NONE,12,0.72,FAIR,RAIN,5.0,0.062,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005182,VEH-200,88.2,0.3,1.99,8.5,0,0.037,245.7,NORMAL,12,0.9,GOOD,RAIN,5.0,0.022,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005183,VEH-025,51.6,0.09,1.35,0.5,0,0.01,67.4,LIGHT,7,0.41,GOOD,CLEAR,10.0,0.01,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005184,VEH-016,58.3,1.33,1.99,0.4,0,0.092,99.8,LIGHT,6,0.29,UNDER_CONSTRUCTION,RAIN,5.0,0.058,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005185,VEH-079,26.9,3.0,1.68,3.7,0,0.063,220.4,NORMAL,15,0.84,POOR,HEAVY_RAIN,2.0,0.093,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005186,VEH-169,66.9,1.74,1.37,3.7,0,0.079,114.8,LIGHT,12,0.7,POOR,RAIN,5.0,0.064,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005187,VEH-137,64.8,2.67,2.16,6.7,0,0.148,160.9,NORMAL,13,0.88,GOOD,HEAVY_RAIN,2.0,0.104,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005188,VEH-049,59.6,1.61,3.2,10.3,0,0.115,159.8,LIGHT,7,0.48,UNDER_CONSTRUCTION,FOG,2.0,0.074,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005189,VEH-167,71.2,3.52,2.29,5.2,0,0.133,156.6,NORMAL,6,0.48,POOR,RAIN,5.0,0.122,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005190,VEH-101,57.6,1.61,3.74,12.8,0,0.102,128.6,LIGHT,7,0.29,GOOD,RAIN,5.0,0.073,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005191,VEH-146,70.3,3.15,2.48,5.0,0,0.087,247.5,LIGHT,12,0.69,FAIR,FOG,2.0,0.104,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005192,VEH-121,23.8,3.07,1.57,8.1,0,0.109,244.5,NONE,12,0.84,POOR,HEAVY_RAIN,2.0,0.104,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005193,VEH-106,31.6,3.64,0.17,0.6,0,0.017,179.9,NORMAL,7,0.4,FAIR,HEAVY_RAIN,2.0,0.095,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005194,VEH-118,71.1,15.64,66.82,112.9,0,0.963,5.8,CRASH_STOP,12,0.63,GOOD,CLEAR,10.0,0.895,0.9,1,MEDIUM,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005195,VEH-140,74.6,0.08,1.88,3.5,0,0.085,148.1,LIGHT,8,0.48,GOOD,RAIN,5.0,0.025,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005196,VEH-154,42.4,2.44,1.23,2.8,0,0.082,169.3,LIGHT,12,0.6,FAIR,HEAVY_RAIN,2.0,0.081,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005197,VEH-079,25.5,7.36,15.71,2.9,0,0.371,18.9,HARD_BRAKING,11,0.76,UNDER_CONSTRUCTION,CLOUDY,2.0,0.373,0.45,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005198,VEH-193,20.0,0.35,1.67,4.7,0,0.096,213.6,NONE,9,0.46,GOOD,RAIN,5.0,0.034,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005199,VEH-159,50.4,1.03,0.83,14.1,0,0.078,112.9,LIGHT,9,0.41,POOR,CLEAR,10.0,0.044,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005200,VEH-058,18.7,1.89,3.67,2.4,0,0.124,146.1,NONE,14,0.77,FAIR,CLEAR,10.0,0.084,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005201,VEH-001,72.3,2.62,0.19,4.9,0,0.045,147.0,NONE,5,0.31,GOOD,FOG,2.0,0.075,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005202,VEH-046,49.6,2.26,2.76,2.2,0,0.069,131.9,NONE,9,0.68,FAIR,FOG,2.0,0.079,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005203,VEH-172,48.0,3.47,3.77,8.7,0,0.036,93.4,NORMAL,11,0.71,GOOD,CLOUDY,2.0,0.107,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005204,VEH-084,17.6,2.54,1.48,5.7,0,0.094,144.1,LIGHT,13,0.68,FAIR,CLEAR,10.0,0.087,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005205,VEH-142,64.7,3.67,2.53,0.3,0,0.089,138.6,NORMAL,5,0.31,POOR,CLEAR,10.0,0.118,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005206,VEH-072,83.8,2.56,2.83,3.1,0,0.035,55.1,LIGHT,6,0.38,POOR,FOG,2.0,0.08,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005207,VEH-199,82.0,1.82,0.53,8.1,0,0.028,218.6,LIGHT,14,0.82,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.053,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005208,VEH-192,62.4,1.09,1.16,1.5,0,0.039,192.9,NORMAL,13,0.86,POOR,HEAVY_RAIN,2.0,0.039,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005209,VEH-028,47.5,0.55,2.25,3.8,0,0.071,40.3,LIGHT,6,0.28,GOOD,CLEAR,10.0,0.055,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005210,VEH-035,61.0,2.82,0.62,1.9,0,0.043,40.9,LIGHT,3,0.27,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.099,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005211,VEH-083,77.1,15.42,52.07,170.9,1,0.774,0.2,CRASH_STOP,12,0.76,GOOD,RAIN,5.0,0.813,0.95,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005212,VEH-034,38.4,3.47,3.8,11.5,0,0.137,208.8,NORMAL,10,0.63,GOOD,CLOUDY,2.0,0.127,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005213,VEH-194,65.0,2.45,3.92,5.8,0,0.149,57.8,LIGHT,15,0.91,UNDER_CONSTRUCTION,FOG,2.0,0.104,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005214,VEH-036,47.3,0.64,0.97,5.0,0,0.122,233.3,NONE,12,0.66,POOR,HEAVY_RAIN,2.0,0.044,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005215,VEH-168,65.6,1.51,3.34,6.1,0,0.119,216.7,NONE,6,0.35,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.073,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005216,VEH-033,19.0,7.46,17.84,3.5,0,0.384,15.5,HARD_BRAKING,10,0.5,GOOD,CLOUDY,2.0,0.392,0.45,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005217,VEH-110,23.2,3.22,1.85,8.8,0,0.133,177.4,NORMAL,9,0.67,FAIR,RAIN,5.0,0.113,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005218,VEH-123,36.6,10.75,43.28,45.6,1,0.927,0.1,CRASH_STOP,16,0.87,POOR,CLOUDY,2.0,0.698,0.91,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005219,VEH-107,92.1,15.54,67.3,36.6,0,0.859,2.4,CRASH_STOP,11,0.83,FAIR,FOG,2.0,0.88,0.94,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005220,VEH-026,61.9,7.19,16.56,4.4,0,0.243,28.5,HARD_BRAKING,7,0.43,GOOD,CLOUDY,2.0,0.327,0.37,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005221,VEH-063,92.9,17.73,29.59,74.1,1,0.738,2.9,CRASH_STOP,7,0.38,FAIR,CLEAR,10.0,0.784,0.82,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005222,VEH-127,71.4,0.83,3.88,4.6,0,0.146,167.3,LIGHT,14,0.88,FAIR,CLEAR,10.0,0.063,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005223,VEH-010,57.2,13.97,63.59,165.0,1,0.829,2.2,CRASH_STOP,8,0.41,GOOD,HEAVY_RAIN,2.0,0.823,0.96,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005224,VEH-013,90.8,0.47,2.94,16.3,0,0.142,159.3,NONE,12,0.62,UNDER_CONSTRUCTION,FOG,2.0,0.05,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005225,VEH-096,21.4,5.38,13.39,6.4,0,0.5,5.2,HARD_BRAKING,10,0.51,POOR,CLOUDY,2.0,0.369,0.45,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005226,VEH-089,67.4,0.77,2.6,2.3,0,0.095,142.3,NONE,15,0.88,UNDER_CONSTRUCTION,RAIN,5.0,0.047,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005227,VEH-184,65.1,1.52,0.84,5.5,0,0.107,235.7,NONE,11,0.52,FAIR,HEAVY_RAIN,2.0,0.062,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005228,VEH-088,14.9,0.42,1.89,3.0,0,0.116,57.3,LIGHT,10,0.52,FAIR,RAIN,5.0,0.04,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005229,VEH-168,50.2,3.44,2.29,7.3,0,0.017,40.3,NONE,8,0.58,GOOD,CLOUDY,2.0,0.116,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005230,VEH-120,35.7,1.07,1.59,5.4,0,0.004,249.2,NORMAL,7,0.41,GOOD,RAIN,5.0,0.033,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005231,VEH-116,51.8,5.54,7.09,2.4,0,0.31,23.7,HARD_BRAKING,6,0.32,POOR,CLEAR,10.0,0.277,0.49,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-005232,VEH-139,65.9,15.54,60.84,57.6,1,0.976,5.0,CRASH_STOP,13,0.65,UNDER_CONSTRUCTION,FOG,2.0,0.877,0.9,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-005233,VEH-129,93.1,1.21,3.19,10.1,0,0.105,52.5,NORMAL,16,0.86,UNDER_CONSTRUCTION,RAIN,5.0,0.062,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
