record_id,pedestrian_id,zone,pedestrian_count,distance_to_curb_m,is_crossing,vehicle_distance_m,vehicle_speed_kmh,time_to_crossing_sec,traffic_signal_state,pedestrian_signal_state,road_width_m,hour,weather,visibility_km,conflict_detected,pedestrian_risk_score,recommended_action,pedestrian_risk_label,data_type
PED-REC-005220,PED-002,Outer Ring Road Sarjapur Jn,25,4.9,0,42.9,73.4,2.1,GREEN,DONT_WALK,32.0,5,RAIN,3.2,0,0.553,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005221,PED-026,Bellandur EcoSpace,26,2.4,1,30.2,67.3,1.62,RED,WALK,32.0,11,CLOUDY,4.3,1,0.898,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005222,PED-158,Silk Board Junction,27,2.1,1,16.0,71.1,0.81,RED,WALK,24.0,22,RAIN,4.8,1,0.982,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005223,PED-037,MG Road Brigade Jn,11,9.6,0,71.6,10.8,23.87,YELLOW,DONT_WALK,24.0,14,RAIN,2.4,0,0.506,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005224,PED-027,Hebbal Flyover,10,11.0,0,64.8,27.8,8.39,GREEN,DONT_WALK,12.0,20,RAIN,8.6,0,0.059,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005225,PED-050,Indiranagar 100ft Road,7,2.9,1,103.3,44.2,8.41,YELLOW,DONT_WALK,24.0,21,CLOUDY,9.4,0,0.154,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005226,PED-071,MG Road Brigade Jn,26,0.7,1,23.2,66.7,1.25,YELLOW,DONT_WALK,12.0,6,RAIN,8.0,1,0.896,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005227,PED-041,Marathahalli Bridge,8,7.0,0,6.5,29.2,0.8,GREEN,DONT_WALK,32.0,4,HEAVY_RAIN,8.8,0,0.122,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005228,PED-147,Silk Board Junction,19,1.7,1,25.8,14.5,6.41,YELLOW,DONT_WALK,16.0,1,CLEAR,2.9,0,0.81,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005229,PED-177,Whitefield ITPL Main Gate,28,0.8,0,69.5,54.2,4.62,YELLOW,DONT_WALK,16.0,22,CLOUDY,4.7,0,0.517,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005230,PED-297,Hebbal Flyover,9,6.5,0,76.0,17.6,15.55,GREEN,DONT_WALK,16.0,1,CLOUDY,6.1,0,0.269,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005231,PED-087,Electronic City Toll,23,6.7,0,46.2,26.2,6.35,GREEN,DONT_WALK,16.0,0,CLEAR,3.3,0,0.457,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005232,PED-228,Outer Ring Road Sarjapur Jn,7,9.9,0,101.0,51.9,7.01,GREEN,DONT_WALK,32.0,10,CLEAR,7.0,0,0.173,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005233,PED-254,Yeshwanthpur TTMC Circle,4,5.8,0,42.2,28.0,5.43,YELLOW,DONT_WALK,12.0,1,CLEAR,9.6,0,0.065,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005234,PED-289,Whitefield ITPL Main Gate,17,3.9,0,74.7,15.1,17.81,RED,WALK,12.0,17,FOG,4.4,0,0.41,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005235,PED-018,Whitefield ITPL Main Gate,22,10.9,0,58.1,61.5,3.4,RED,WALK,32.0,4,FOG,6.2,0,0.533,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005236,PED-015,Outer Ring Road Sarjapur Jn,16,10.3,0,113.7,51.1,8.01,YELLOW,DONT_WALK,24.0,9,CLEAR,9.1,0,0.372,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005237,PED-193,KR Puram Hanging Bridge,17,2.2,1,65.4,55.9,4.21,GREEN,DONT_WALK,12.0,5,FOG,4.1,0,0.701,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005238,PED-291,Yeshwanthpur TTMC Circle,3,10.2,0,33.9,14.9,8.19,RED,WALK,12.0,8,FOG,8.1,0,0.276,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005239,PED-198,KR Puram Hanging Bridge,16,1.2,0,108.4,67.1,5.82,GREEN,DONT_WALK,16.0,14,RAIN,8.8,0,0.492,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005240,PED-229,KR Puram Hanging Bridge,25,6.6,0,104.4,17.9,21.0,YELLOW,DONT_WALK,12.0,8,FOG,8.9,0,0.603,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005241,PED-245,Indiranagar 100ft Road,15,8.1,0,67.5,47.0,5.17,RED,WALK,32.0,19,HEAVY_RAIN,2.4,0,0.539,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005242,PED-252,Hebbal Flyover,5,6.0,0,45.9,49.7,3.32,GREEN,DONT_WALK,24.0,21,CLEAR,4.5,0,0.309,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005243,PED-075,Bellandur EcoSpace,3,9.6,0,95.9,49.5,6.97,YELLOW,DONT_WALK,16.0,3,RAIN,9.0,0,0.307,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005244,PED-095,Hebbal Flyover,11,1.5,0,94.6,31.5,10.81,GREEN,DONT_WALK,12.0,3,HEAVY_RAIN,4.9,0,0.474,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005245,PED-296,Hebbal Flyover,27,6.2,0,12.9,15.5,3.0,YELLOW,DONT_WALK,32.0,23,HEAVY_RAIN,8.4,0,0.481,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005246,PED-263,Koramangala Sony World Jn,26,4.9,0,34.6,11.8,10.56,YELLOW,DONT_WALK,24.0,6,HEAVY_RAIN,2.1,0,0.528,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005247,PED-204,Koramangala Sony World Jn,15,2.5,0,51.4,20.9,8.85,GREEN,DONT_WALK,32.0,15,HEAVY_RAIN,3.5,0,0.459,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005248,PED-053,Whitefield ITPL Main Gate,5,10.2,0,53.9,43.0,4.51,RED,WALK,32.0,18,RAIN,8.3,0,0.175,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005249,PED-144,MG Road Brigade Jn,18,10.8,0,21.4,39.7,1.94,GREEN,DONT_WALK,24.0,9,CLEAR,9.1,0,0.605,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005250,PED-110,Indiranagar 100ft Road,18,5.8,0,17.3,55.3,1.13,YELLOW,DONT_WALK,24.0,7,CLOUDY,7.8,0,0.383,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005251,PED-058,Indiranagar 100ft Road,24,10.7,0,49.3,60.3,2.94,RED,WALK,24.0,16,FOG,6.9,0,0.589,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005252,PED-247,Bellandur EcoSpace,7,10.2,0,68.2,61.3,4.01,GREEN,DONT_WALK,24.0,8,FOG,4.6,0,0.118,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005253,PED-214,Marathahalli Bridge,14,2.2,1,71.2,13.7,18.71,YELLOW,DONT_WALK,32.0,9,CLOUDY,7.6,0,0.572,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005254,PED-209,Hebbal Flyover,23,6.5,0,104.3,50.8,7.39,GREEN,DONT_WALK,16.0,16,FOG,4.3,0,0.451,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005255,PED-212,Silk Board Junction,13,3.8,0,103.9,68.8,5.44,RED,WALK,24.0,18,HEAVY_RAIN,7.1,0,0.473,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005256,PED-160,Yeshwanthpur TTMC Circle,25,11.0,0,5.2,22.7,0.82,GREEN,DONT_WALK,32.0,14,HEAVY_RAIN,5.3,0,0.46,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005257,PED-062,Bellandur EcoSpace,21,8.3,0,100.1,44.9,8.03,RED,WALK,12.0,7,CLOUDY,8.1,0,0.523,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005258,PED-300,Electronic City Toll,20,4.7,0,73.6,33.8,7.84,GREEN,DONT_WALK,24.0,18,FOG,9.2,0,0.351,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005259,PED-071,Marathahalli Bridge,11,3.1,0,28.4,16.9,6.05,GREEN,DONT_WALK,32.0,0,CLOUDY,5.4,0,0.601,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005260,PED-127,Marathahalli Bridge,27,7.5,0,90.7,66.1,4.94,RED,WALK,24.0,17,RAIN,3.1,0,0.584,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005261,PED-239,KR Puram Hanging Bridge,23,2.3,0,18.5,15.2,4.38,RED,WALK,12.0,22,RAIN,3.1,0,0.443,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005262,PED-036,Whitefield ITPL Main Gate,25,8.9,0,46.9,38.7,4.36,GREEN,DONT_WALK,24.0,19,FOG,2.4,0,0.532,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005263,PED-278,Silk Board Junction,22,11.6,0,103.1,59.7,6.22,GREEN,DONT_WALK,24.0,4,FOG,5.5,0,0.419,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005264,PED-097,MG Road Brigade Jn,17,10.2,0,11.8,10.3,4.12,YELLOW,DONT_WALK,12.0,17,FOG,8.3,0,0.518,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005265,PED-144,Koramangala Sony World Jn,7,11.1,0,109.2,23.7,16.59,YELLOW,DONT_WALK,32.0,3,CLOUDY,5.4,0,0.095,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005266,PED-028,Marathahalli Bridge,19,3.1,1,22.0,69.2,1.14,RED,WALK,32.0,19,CLEAR,5.8,1,0.918,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005267,PED-182,Marathahalli Bridge,22,3.7,0,100.0,62.7,5.74,GREEN,DONT_WALK,16.0,23,HEAVY_RAIN,8.7,0,0.397,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005268,PED-136,Whitefield ITPL Main Gate,27,9.1,0,22.6,53.0,1.54,RED,WALK,32.0,12,HEAVY_RAIN,9.8,0,0.415,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005269,PED-094,Yeshwanthpur TTMC Circle,17,1.6,1,104.2,40.5,9.26,YELLOW,DONT_WALK,24.0,7,CLEAR,2.5,0,0.563,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005270,PED-171,MG Road Brigade Jn,21,2.8,0,112.8,54.7,7.42,GREEN,DONT_WALK,12.0,5,HEAVY_RAIN,6.4,0,0.395,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005271,PED-092,Hebbal Flyover,14,1.9,0,61.4,22.4,9.87,GREEN,DONT_WALK,24.0,4,CLEAR,3.5,0,0.512,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005272,PED-264,KR Puram Hanging Bridge,1,10.9,0,42.1,36.1,4.2,YELLOW,DONT_WALK,32.0,11,FOG,6.2,0,0.057,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005273,PED-263,Marathahalli Bridge,7,2.2,1,22.3,59.6,1.35,GREEN,DONT_WALK,12.0,4,HEAVY_RAIN,9.7,1,0.949,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005274,PED-263,Electronic City Toll,28,1.4,1,59.5,44.3,4.84,GREEN,DONT_WALK,16.0,5,CLOUDY,5.9,0,0.676,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005275,PED-038,Indiranagar 100ft Road,15,2.7,0,20.3,26.7,2.74,RED,WALK,12.0,7,RAIN,9.8,0,0.504,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005276,PED-009,Hebbal Flyover,5,2.4,1,117.0,60.6,6.95,GREEN,DONT_WALK,16.0,11,FOG,2.2,0,0.747,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005277,PED-098,Hebbal Flyover,3,6.6,0,13.2,28.1,1.69,RED,WALK,16.0,18,FOG,4.7,0,0.335,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005278,PED-224,Silk Board Junction,12,11.7,0,103.0,13.7,27.07,GREEN,DONT_WALK,12.0,13,FOG,9.9,0,0.427,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005279,PED-177,KR Puram Hanging Bridge,3,2.3,1,5.5,29.2,0.68,YELLOW,DONT_WALK,16.0,17,HEAVY_RAIN,6.0,1,0.797,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005280,PED-073,Silk Board Junction,7,0.1,1,91.3,71.5,4.6,YELLOW,DONT_WALK,24.0,0,CLOUDY,8.3,0,0.667,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005281,PED-115,MG Road Brigade Jn,21,8.2,0,119.0,68.6,6.24,RED,WALK,16.0,8,HEAVY_RAIN,6.6,0,0.446,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005282,PED-122,Outer Ring Road Sarjapur Jn,5,0.2,1,72.1,11.6,22.38,RED,WALK,12.0,16,RAIN,7.0,0,0.354,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005283,PED-009,Marathahalli Bridge,23,4.7,0,21.8,42.8,1.83,GREEN,DONT_WALK,16.0,1,CLEAR,5.2,0,0.418,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005284,PED-230,Hebbal Flyover,16,8.1,0,82.3,22.2,13.35,RED,WALK,24.0,1,HEAVY_RAIN,8.7,0,0.539,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005285,PED-255,MG Road Brigade Jn,13,12.0,0,100.3,71.6,5.04,RED,WALK,12.0,4,RAIN,4.8,0,0.525,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005286,PED-184,Silk Board Junction,21,0.1,1,27.7,18.6,5.36,GREEN,DONT_WALK,24.0,12,RAIN,4.0,0,0.789,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005287,PED-211,Indiranagar 100ft Road,22,4.4,0,101.9,63.1,5.81,GREEN,DONT_WALK,16.0,1,FOG,8.2,0,0.447,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005288,PED-131,Outer Ring Road Sarjapur Jn,8,5.3,0,13.4,23.0,2.1,RED,WALK,24.0,16,CLOUDY,6.5,0,0.125,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005289,PED-263,Hebbal Flyover,11,4.1,0,73.1,64.0,4.11,RED,WALK,32.0,20,RAIN,6.1,0,0.418,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005290,PED-171,Yeshwanthpur TTMC Circle,22,10.6,0,38.0,21.4,6.39,YELLOW,DONT_WALK,12.0,21,CLEAR,4.2,0,0.493,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005291,PED-190,Bellandur EcoSpace,24,2.9,0,68.7,13.7,18.05,RED,WALK,12.0,23,CLEAR,3.7,0,0.375,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005292,PED-242,Yeshwanthpur TTMC Circle,15,3.3,0,15.6,43.7,1.29,RED,WALK,16.0,7,CLEAR,5.7,0,0.395,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005293,PED-146,MG Road Brigade Jn,19,2.2,1,19.1,62.2,1.11,GREEN,DONT_WALK,24.0,23,FOG,8.7,1,0.962,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005294,PED-003,Hebbal Flyover,24,11.1,0,82.6,36.2,8.21,YELLOW,DONT_WALK,24.0,13,HEAVY_RAIN,7.4,0,0.417,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005295,PED-041,Bellandur EcoSpace,23,11.2,0,64.3,11.9,19.45,RED,WALK,12.0,13,CLOUDY,4.8,0,0.585,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005296,PED-074,Outer Ring Road Sarjapur Jn,14,4.8,0,50.0,73.7,2.44,RED,WALK,24.0,10,CLEAR,7.1,0,0.571,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005297,PED-106,MG Road Brigade Jn,11,6.8,0,37.3,28.0,4.8,GREEN,DONT_WALK,16.0,5,HEAVY_RAIN,6.2,0,0.611,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005298,PED-267,KR Puram Hanging Bridge,27,0.6,1,56.2,14.5,13.95,RED,WALK,12.0,17,RAIN,3.9,0,0.387,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005299,PED-164,Whitefield ITPL Main Gate,20,10.8,0,24.6,33.1,2.68,GREEN,DONT_WALK,24.0,3,CLOUDY,9.5,0,0.364,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005300,PED-236,Outer Ring Road Sarjapur Jn,18,8.6,0,33.7,47.9,2.53,RED,WALK,16.0,0,RAIN,4.5,0,0.481,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005301,PED-131,Yeshwanthpur TTMC Circle,19,1.6,1,17.1,27.1,2.27,RED,WALK,16.0,3,RAIN,3.6,1,0.675,EXTEND_PEDESTRIAN_CROSSING_PHASE,HIGH_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005302,PED-004,Electronic City Toll,5,5.2,0,63.6,28.3,8.09,GREEN,DONT_WALK,32.0,22,CLEAR,2.9,0,0.051,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005303,PED-118,Whitefield ITPL Main Gate,23,10.7,0,72.1,68.0,3.82,YELLOW,DONT_WALK,24.0,12,HEAVY_RAIN,4.8,0,0.388,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005304,PED-126,Indiranagar 100ft Road,15,6.9,0,32.3,30.4,3.82,YELLOW,DONT_WALK,16.0,19,CLOUDY,3.0,0,0.392,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005305,PED-264,Electronic City Toll,15,5.3,0,100.1,68.5,5.26,RED,WALK,12.0,23,RAIN,8.3,0,0.536,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005306,PED-127,Koramangala Sony World Jn,8,11.9,0,34.1,16.0,7.67,RED,WALK,24.0,22,CLOUDY,5.9,0,0.303,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005307,PED-239,Indiranagar 100ft Road,24,3.1,1,10.0,50.1,0.72,RED,WALK,16.0,23,CLEAR,4.2,1,0.975,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005308,PED-258,MG Road Brigade Jn,14,1.2,1,26.3,69.7,1.36,YELLOW,DONT_WALK,12.0,0,RAIN,8.8,1,0.982,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005309,PED-246,Whitefield ITPL Main Gate,8,9.5,0,52.0,54.6,3.43,GREEN,DONT_WALK,32.0,9,FOG,7.2,0,0.253,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005310,PED-071,Electronic City Toll,18,4.1,0,47.7,59.9,2.87,RED,WALK,12.0,0,CLEAR,8.8,0,0.523,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005311,PED-146,MG Road Brigade Jn,5,1.6,0,57.3,21.6,9.55,RED,WALK,32.0,12,HEAVY_RAIN,7.8,0,0.409,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005312,PED-039,Silk Board Junction,5,1.4,0,15.3,26.3,2.09,GREEN,DONT_WALK,12.0,16,RAIN,8.1,0,0.502,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005313,PED-142,Whitefield ITPL Main Gate,7,3.3,0,118.0,54.2,7.84,GREEN,DONT_WALK,12.0,21,RAIN,8.9,0,0.06,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005314,PED-291,Hebbal Flyover,13,3.9,0,50.4,42.8,4.24,GREEN,DONT_WALK,32.0,4,CLEAR,2.0,0,0.372,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005315,PED-146,Silk Board Junction,7,2.5,1,40.7,44.8,3.27,YELLOW,DONT_WALK,32.0,21,FOG,4.0,1,0.967,EMERGENCY_VEHICLE_STOP_AND_HOLD_CROSSING,CRITICAL_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005316,PED-075,Whitefield ITPL Main Gate,5,7.5,0,97.0,37.2,9.39,YELLOW,DONT_WALK,24.0,15,RAIN,3.6,0,0.198,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005317,PED-158,Yeshwanthpur TTMC Circle,7,8.6,0,66.1,53.2,4.47,YELLOW,DONT_WALK,32.0,9,CLEAR,6.5,0,0.324,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005318,PED-041,Outer Ring Road Sarjapur Jn,3,8.3,0,91.4,34.3,9.59,RED,WALK,16.0,14,CLOUDY,5.4,0,0.332,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005319,PED-073,Whitefield ITPL Main Gate,2,5.9,0,72.5,18.6,14.03,YELLOW,DONT_WALK,24.0,16,CLOUDY,3.6,0,0.056,STANDARD_SIGNAL_PHASING,LOW_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
PED-REC-005320,PED-280,Marathahalli Bridge,25,9.2,0,103.5,20.7,18.0,GREEN,DONT_WALK,12.0,6,RAIN,7.3,0,0.608,ADAPTIVE_CROSSING_ALERT,MEDIUM_RISK,SYNTHETIC PEDESTRIAN TELEMETRY
