zone,ward,ward_name,street_id,street_name,landmark,segment_id,total_length_m,contractor_name,contractor_registration_no,contractor_phone,work_name,sanctioned_amount,sanctioned_year,work_year,work_type,other_work_type,job_work_code,work_order_no,work_order_date,inspection_date,source_pdf
EAST,23,Nagavara,"W0364, W0271, W0267","Lakshmi Sagar Lyt, 5th Crs,",RASHAD NAGARA,23/C-W0364/S025139,183.41,C LOGANATHAN,,9877900445.0,IMPROVEMENTS TO DRAIN AND ROAD IN IBRAHIM SAHEB STREET IN RASHAD NAGARA,1500000.0,2013.0,2013 - 2014,Others,DRAIN AND ROAD,023-13-000010,EE/SGN/TEND/WO/94/13-14,24/10/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0444, W0434, W0446","Mani Lyt 4th Crs, NA, Mani",MUNAVARA MASJID,23/S-W0444/S025801,227.11,BALAKRISHNA REDDY,,8892951413.0,PROVIDING CEMENT CONCRETE PAVEMENTS IN NAGAVARA MAIN ROAD BESIDE MUNAVARA MASJID,1500000.0,2014.0,2013 - 2014,Road,,023-13-000021,EE/SGN/TEND/WO/116/13-14,19/05/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0242, W0244, W0240,",,GOVINDAPURA,23/C-W0242/S030811,132.43,MOHAMED SHAFIULLA,,7699008221.0,IMPROVEMENTS TO ROAD GOVINDAPURA DHOBI LANE,3500000.0,2014.0,2013 - 2014,Road,,023-12-000040,EE/SGN/TEND/WO/117/13-14,04/03/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0134, W0145, W0139,","1st Crs, NA, Vinayaka Lyt 4th",HKBK COLLEGE,23/C-W0134/S035156,606.59,KRIDL,,9740862789.0,IMPROVEMENTS TO ROADS AND DRAINS FROM HKBK COLLEGE TO VYALIKAVAL HBCS AND SURROUNDING,4000000.0,2012.0,2012 - 2013,Drain Maintenance,,023-13-000029,EE/SGN/TEND/W.O/151/2012-13,15/03/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0237, W0268, W0278,","NA, Lakshmi Sagar Lyt, 1st",FATIMA LAYOUT,23/C-W0237/S041626,182.27,KRIDL,,9740862789.0,IMPROVEMENTS TO ROADS AND DRAINS AT FATIMA LAYOUT AND SURROUNDING AREA,4000000.0,2012.0,2012 - 2013,Drain Maintenance,,023-13-000043,EE/SGN/TEND/W.O/16/2012-13,15/03/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0246, W0229, W0248,","NA, Ambedkar Nagar Slum",RASHADNAGAR D BLOCK,23/C-W0246/S042433,337.18,KRIDL,,9740862789.0,IMPROVEMENTS TO ROADS AND DRAINS AT RASHADNAGAR D BLOCK,3000000.0,2012.0,2012 - 2013,Drain Maintenance,,023-13-000040,EE/SGN/TEND/W.O/12/2012-13,15/03/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0293, W0372, W0291,",Maheshwari Nagar Opp,MM LINE,23/C-W0293/S043135,428.22,KRIDL,,9740862789.0,IMPROVEMENTS TO ROADS AND DRAINS AT MM LINE,2000000.0,2012.0,2012 - 2013,Drain Maintenance,,,EE/SGN/TEND/W.O/15/2012/13,15/03/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0090, W0088, W0081,","NA, 14th Crs",GOVINDAPURA VILLEGE,23/C-W0090/S043748,300.64,KRIDL,,9740862789.0,IMPROVEMENTS TO ROADS AND DRAINS AT GOVINDAPURA VILLEGE,3000000.0,2012.0,2012 - 2013,Drain Maintenance,,023-13-000041,EE/SGN/TEND/W.O/161/2012-13,15/03/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0263,,GOVINDPURA MAIN ROAD,23/S-W0263/S044502,210.85,M CHANDRA SHEKAR,,8495925755.0,CONSTRUCTION OF RCC DRAIN AND COVERING SLABS TO 3rd CROSS OF GOVINDPURA MAIN ROAD OF RASHADNAGARA,900000.0,2012.0,2012 - 2013,Drain Maintenance,,023-11-000044,EE/SGN/TEND/03/W.O/126/2012,11/07/2011,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0431,,BDA LAYOUT,23/S-W0431/S045424,103.01,C LOGANATHAN,,8495925755.0,CONSTRUCTIONS OF DRAIN AT 1st CROSS OF BDA LAYOUT OPP TO LIDKAR COLONY,1000000.0,2013.0,2013 - 2014,Drain Maintenance,,023-14-000004,EE/SGN/TEND/WW.O/177/2013-,04/03/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0269,,RASHAD NAGARA,23/S-W0269/S050559,90.03,R VENKATALAKSHMI,,9740862789.0,PROVIDING CONCRETE PAVEMENT IN RASHAD NAGARA 2nd MAIN ROAD,1000000.0,2012.0,2012 - 2013,Road,,023-12-000004,EE/SGN/TEND/W.O/73/2012-13,05/05/2012,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0216, W0179, W0214,",,GOVINDAPURA,23/C-W0216/S125244,144.06,KRIDL,,9740862789.0,IMPROVEMENTS ROADS AND DRAINS AT SHIVA MATA AREA OF GOVINDAPURA,2100000.0,2014.0,2014 - 2015,Drain Maintenance,,023-14-000047,EE/SGN/W.O/201/2014-15,30/09/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0590, W0468, W0413,","1st Main Rd, 1st Crs, NA, 60",GANHINAGARA,23/S-W0590/S010716,391.84,KRIDL,,9740862789.0,IMPROVEMENTS ROADS AND DRAINS AT GANDHINAGARA 1st STAGE,4400000.0,2014.0,2014 - 2015,Drain Maintenance,,023-14-000036,EE/SGN/W.O/191/14-15,30/09/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0026,,AMC MAIN ROAD,23/S-W0026/S011447,28.67,C LOGANATHAN,,9740862789.0,IMPROVEMENTS OF DRAIN ON NORTHERN SIDE OF AMC ROAD FROM NAGAWARA MAIN ROAD TO SHAMPURA AIN ROAD,1990000.0,2013.0,2013 - 2014,Drain Maintenance,,023-14-000008,EE/SGN/TEND/W.O/13-14,04/03/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0313,,RASHADNAAGARA,23/S-W0313/S012151,91.61,K VENKATRAJU,,9640582635.0,PROVIDING CEMENT CONCRETE PAVEMENT IN IBRAHIM SAHEB STREET RASHADNAGARA,1000000.0,2013.0,2013 - 2014,Others,CEMENT CONCRETE,023-13-000017,EE/SGN/TEND/W.O/2013-14,31/12/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0189, W0190, W0358,",,UMAR NAGAR,23/C-W0189/S014341,421.09,K VENKATRAJU,,9740862789.0,COMPERANSIVE DEVELOPMENT TO ROAD AND SWD BYRANAKUNTE UMAR NAGAR,5000000.0,2013.0,2013 - 2014,Road,,023-12-000041,EE/SGN/TEND/W.O/179/2013-14,31/12/2013,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0152, W0121, W0142,","NA, Veera Anjaneya Temple",GOVINDAPURA,23/C-W0152/S020751,194.83,KRIDL,,9740862789.0,IMPROVEMENTS ROADS AND DRAINS AT GOVINDAPURA,4500000.0,2014.0,2014 - 2015,Drain Maintenance,,023-14-000038,EE/SGN/W.O/193/14-15,30/09/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0372, W0265, W0368","NA, Ambedkar Nagar Slum,",UMARNAGARA,23/C-W0372/S021412,143.69,KRIDL,,9740862789.0,IMPROVEMENTSN ROADS AND DRAINS AT UMARNAGARA,1000000.0,2014.0,2014 - 2015,Drain Maintenance,,023-14-000042,EE/SGN/W.O/196/2014-15,30/09/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0344, W0247, W0245,","NA, 4th Crs, R H B Colcny,",BYRAPPA LAYOUT,23/C-W0344/S022335,225.99,KRIDL,,9740862789.0,IMPROVEMENTS ROADS AND DRAINS AT BYRAPPA LAYOUT,4000000.0,2014.0,2014 - 2015,Drain Maintenance,,023-14-000039,EE/SGN/W.O/194/2014-15,30/09/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0344, W0340, W0245,","NA, Mariyappa Lyt, R H B",RASHADNAGARA,23/C-W0344/S025337,364.76,KRIDL,,9740862789.0,IMPROVEMENTS ROADS AND DRAINS AT RASHADNAGARA,4500000.0,2014.0,2014 - 2015,Drain Maintenance,,023-14-000043,EE/SGN/W.O/181/2014-15,30/09/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0430,Nagappa Lyt,SARVODAYANAGARA,23/S-W0430/S025947,218.59,C LOGANATHAN,,9740862789.0,IMPROVEMENTS TO DRAINS AT ABRAR MASJID AREA OF SARVODAYANAGARA,1519000.0,2013.0,2013 - 2014,Drain Maintenance,,023-14-000014,EE/SGN/TEND/W.O/233/2013-14,04/03/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0503,,SAMADHANANAGARA,23/S-W0503/S030513,185.94,C LOGANATHAN,,9740862789.0,CONSTRUCTIONS OF DRAIN AT SAMADHANANAGARA MAIN ROAD,1883314.0,2013.0,2013 - 2014,Drain Maintenance,,023-14-000012,EE/SGN/TEND/W.O/237/2013-14,04/03/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0267,Maheshwari Nagar Ambedkar,SARVODAYANAGARA,23/S-W0267/S031013,128.8,C LOGANATHAN,,9740862789.0,IMPROVEMENTS TO DRAINS AT ABRAR MASJID AREA OF SARVODAYANAGARA,1519000.0,2013.0,2013 - 2014,Drain Maintenance,,023-14-000014,EE/SGN/TEND/W.O/233/2013-14,04/03/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,"W0375, W0486, W0448,","6th Crs, Muthkurappa Lyt,",SHAMPURA,23/C-W0375/S032529,532.17,KRIDL,,9740862789.0,COMPREHENSIVE DEVELOPMENT TO ROADS IN SHAMPURA 30kg AREA,23000000.0,,2013 - 2014,Others,COMPREHENSIVE,,EE/SGN/W.O/45/2014-14,09/01/2014,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
EAST,23,Nagavara,W0237,,FATHIMA LAYOUT,23/S-W0237/S034337,409.32,MOHAMED SHAFEULLA,,9740862789.0,ASPHALTING TO ROAD AND IMPROVEMENTS TO DRAIN CULLVERTS AT FATHIMA LAYOUT,1561980.0,2012.0,2012 - 2013,Asphalting,,023-12-000048,EE/SGN/TEND/07/W.O/223/2012,30/11/2012,05/09/2015,45d1f106-b932-427d-9449-b76248621864.txt
SOUTH,173,Jakkasandra,W0172,8th Crs,Green View Hospital,173/S-W0172/S021830,59.83,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0174,7th C Crs,Green View Hospital,173/S-W0174/S022125,81.06,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0170,7th B Crs,Green View Hospital,173/S-W0170/S022321,142.55,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0090,7th Crs,Green View Hospital,173/S-W0090/S022530,152.04,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0092,7th A Crs,Green view hospital,173/S-W0092/S022731,57.54,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0168,7th A Crs,"Agara Tank,14th main road.",173/S-W0168/S022907,61.68,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,18/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0082,7th Crs,Vintage Bio-Fuels,173/S-W0082/S023153,129.98,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0080,,Vintage Bio-Fuels,173/S-W0080/S023410,57.07,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0049,Kalyana Mantap Rd (,"Government School,Sarjapura",173/S-W0049/S023633,325.0,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0074,,"Government School,Sarjapura",173/S-W0074/S023915,73.75,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0040,1st Crs,"Government school,Sarjapura",173/S-W0040/S030320,71.22,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0061,2nd Main Rd,"Government school,Sarjapura",173/S-W0061/S030739,77.64,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0059,2nd Main Rd,"Government School,Sarjapura",173/S-W0059/S031002,95.42,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0067,,"Government school,Sarjapura",173/S-W0067/S031213,57.36,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0075,,"Government School,Sarjapura",173/S-W0075/S031502,38.08,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0050,,"Government school,Sarjapura",173/S-W0050/S032042,76.11,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0056,,"Government school,Sarjapura",173/S-W0056/S032301,78.47,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0058,5th A Crs,"Government school,Sarjapura",173/S-W0058/S032457,76.78,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0060,6th Crs,"Government school,Sarjapura",173/S-W0060/S032910,65.06,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0066,,"Government school,Sarjapura",173/S-W0066/S033129,75.96,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0070,,"Agara tank,14th Main road.",173/S-W0070/S033333,185.62,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0084,6th B Crs,"Government school,Sarjapura",173/S-W0084/S042523,61.55,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0086,,"Agara Tank,14th main road.",173/S-W0086/S042737,131.14,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0088,,"Agara Tank,14th Main,HSR 5th",173/S-W0088/S042931,28.65,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0076,6th B Crs,"Government school,Sarjapura",173/S-W0076/S043507,49.09,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0068,,"Government school,Sarjapura",173/S-W0068/S044005,48.12,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0062,6th Crs,"Government school,Sarjapura",173/S-W0062/S044147,129.29,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0069,2nd Crs,"Government school,Sarjapura",173/S-W0069/S044451,39.76,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0054,,"Government school,Sarjapura",173/S-W0054/S045031,69.64,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0048,1st Crs,"Government school,Sarjapura",173/S-W0048/S045213,78.03,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2014.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0044,,"Government school,Sarjapura",173/S-W0044/S045404,18.62,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,,,Tender,WorkDetails,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0042,,"Government school,Sarjapura",173/S-W0042/S045629,52.78,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0057,,"Government school,Sarjapura",173/S-W0057/S045838,51.58,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0053,,"Government school,Sarjapura",173/S-W0053/S050927,71.85,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0064,5th Crs,"Government school,Sarjapura",173/S-W0064/S051500,58.69,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0051,,"Government school,Sarjapura",173/S-W0051/S051648,47.5,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0063,,"Government school,Sarjapura",173/S-W0063/S051853,71.25,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0047,1st Main Rd,"Government school,Sarjapura",173/S-W0047/S052257,161.73,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Pothole filling,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0166,,Green view Hospital,173/S-W0166/S053342,118.3,K.R.Pratheek,,9740246979.0,Filling of Pot holes and Road Cut portions of Main and Cross roads in ward No.173 Jakkasandra for the Year 2012 -13,800000.0,2013.0,2013 - 2014,Asphalting,,173-13-000003,EE(BTM)/JE/E-Proc/W.O/21/2013,,,45479406-198c-4a28-bb56-25b144ca113c.txt
SOUTH,173,Jakkasandra,W0139,,Green view Hospital,173/S-W0139/S054255,26.48,S.R.Ravindra,,9886985169.0,Engaging private tractor and labours for maintainance of footpath roads and road side drains Emergency works in ward No.173(Jakkasandra) for the year,1200000.0,2013.0,2013 - 2014,,,173-13-000002,EE(BTM)/JE/E-Proc/W.O/73/2013,23/10/2013,15/09/2015,45479406-198c-4a28-bb56-25b144ca113c.txt
