record_id,timestamp,hour,day_of_week,is_weekend,zone_id,zone_name,latitude,longitude,road_name,road_condition_score,vehicle_density,vehicle_count,average_speed_kmh,congestion_level,queue_length_meters,traffic_signal_state,weather_condition,visibility_km,accident_present,construction_present,pedestrian_density,noise_level_db,emergency_vehicle_present,data_source_type
TRF-004161,2026-02-03 02:06:00,2,1,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976163970106525,77.60671488268169,Mahatma Gandhi Road,0.9,0.425,127,17.9,HIGH,645.0,RED,CLEAR,10.0,0,0,0.38,83.1,0,SYNTHETIC / SIMULATION DATA
TRF-004162,2026-01-22 09:08:00,9,3,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986508805879572,77.73295111309022,ITPL Main Road,0.8,0.99,292,4.7,CRITICAL,1352.4,RED,RAIN,6.0,0,0,0.83,90.7,0,SYNTHETIC / SIMULATION DATA
TRF-004163,2026-02-14 17:01:00,17,5,1,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.025498670218797,77.55422022027591,Tumkur Road / Subedarchatram Rd,0.75,0.99,280,7.7,CRITICAL,1296.1,GREEN,CLEAR,10.0,0,0,0.59,94.8,0,SYNTHETIC / SIMULATION DATA
TRF-004164,2026-02-07 00:46:00,0,5,1,BLR-MGROAD-11,MG Road Brigade Jn,12.97523119364656,77.60620733646685,Mahatma Gandhi Road,0.85,0.229,66,22.5,LOW,91.8,RED,CLEAR,10.0,0,0,0.38,83.4,0,SYNTHETIC / SIMULATION DATA
TRF-004165,2026-03-01 06:02:00,6,6,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986968463697972,77.73309500557117,ITPL Main Road,0.76,0.258,73,23.0,LOW,95.8,GREEN,CLEAR,10.0,0,0,0.48,76.4,0,SYNTHETIC / SIMULATION DATA
TRF-004166,2026-01-19 07:37:00,7,0,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.022229203201181,77.5544605058718,Tumkur Road / Subedarchatram Rd,0.69,0.264,64,20.9,HIGH,653.0,GREEN,CLOUDY,10.0,0,0,0.44,80.3,0,SYNTHETIC / SIMULATION DATA
TRF-004167,2026-02-09 05:09:00,5,0,0,BLR-BELLAN-06,Bellandur EcoSpace,12.925661583320236,77.67462830089114,Outer Ring Road IT Corridor,0.65,0.412,122,14.3,HIGH,535.1,GREEN,CLOUDY,10.0,0,0,0.38,87.1,0,SYNTHETIC / SIMULATION DATA
TRF-004168,2026-01-30 14:49:00,14,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.023720645809544,77.5529996917345,Tumkur Road / Subedarchatram Rd,0.76,0.793,211,10.6,CRITICAL,744.8,GREEN,CLEAR,10.0,0,0,0.45,92.9,0,SYNTHETIC / SIMULATION DATA
TRF-004169,2026-03-26 22:03:00,22,3,0,BLR-KORAM-09,Koramangala Sony World Jn,12.936976893977155,77.62629900004936,100 Feet Intermediate Ring Road,0.76,0.238,53,22.8,LOW,28.3,RED,CLOUDY,10.0,0,0,0.41,80.8,0,SYNTHETIC / SIMULATION DATA
TRF-004170,2026-01-08 01:09:00,1,3,0,BLR-SILK-01,Silk Board Junction,12.918495007296249,77.62226699280505,Hosur Road / Outer Ring Road,0.65,0.435,116,11.1,CRITICAL,1650.0,GREEN,CLEAR,10.0,0,1,0.56,88.9,0,SYNTHETIC / SIMULATION DATA
TRF-004171,2026-02-16 11:31:00,11,0,0,BLR-BELLAN-06,Bellandur EcoSpace,12.92741509042214,77.67443838954684,Outer Ring Road IT Corridor,0.64,0.99,284,4.0,CRITICAL,1664.7,YELLOW,CLOUDY,10.0,0,0,0.7,95.9,0,SYNTHETIC / SIMULATION DATA
TRF-004172,2026-03-30 20:48:00,20,0,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.998430863213786,77.69235529499699,Old Madras Road / ORR,0.61,0.99,286,6.6,CRITICAL,766.0,GREEN,RAIN,6.0,0,0,0.74,93.8,0,SYNTHETIC / SIMULATION DATA
TRF-004173,2026-01-26 20:57:00,20,0,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.973898225543525,77.64235064735695,100ft Road CMH Junction,0.83,0.99,290,7.7,CRITICAL,1360.3,RED,HEAVY_RAIN,3.0,0,0,0.76,90.4,0,SYNTHETIC / SIMULATION DATA
TRF-004174,2026-02-07 06:39:00,6,5,1,BLR-ECITY-02,Electronic City Toll,12.84704214584282,77.661180177259,Hosur Elevated Expressway,0.86,0.225,55,39.4,LOW,42.5,GREEN,CLEAR,10.0,0,0,0.46,72.7,0,SYNTHETIC / SIMULATION DATA
TRF-004175,2026-03-20 22:40:00,22,4,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.920434805351904,77.64830865841658,Sarjapur-ORR Junction,0.62,0.235,51,16.1,HIGH,656.0,GREEN,CLOUDY,10.0,0,0,0.23,83.8,0,SYNTHETIC / SIMULATION DATA
TRF-004176,2026-02-14 01:22:00,1,5,1,BLR-KORAM-09,Koramangala Sony World Jn,12.934522343751967,77.62471052405455,100 Feet Intermediate Ring Road,0.76,0.325,81,22.2,LOW,51.5,GREEN,CLEAR,10.0,0,0,0.53,81.3,0,SYNTHETIC / SIMULATION DATA
TRF-004177,2026-02-03 18:41:00,18,1,0,BLR-BELLAN-06,Bellandur EcoSpace,12.927403608882775,77.67703879051774,Outer Ring Road IT Corridor,0.64,0.99,262,4.8,CRITICAL,1196.4,GREEN,CLEAR,10.0,0,0,0.72,99.5,0,SYNTHETIC / SIMULATION DATA
TRF-004178,2026-01-04 01:40:00,1,6,1,BLR-MARATH-05,Marathahalli Bridge,12.957390375483916,77.70293458040555,Outer Ring Road,0.7,0.344,88,16.2,HIGH,432.7,GREEN,CLEAR,10.0,0,0,0.37,86.7,0,SYNTHETIC / SIMULATION DATA
TRF-004179,2026-01-01 20:27:00,20,3,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.023665401993014,77.55215870257797,Tumkur Road / Subedarchatram Rd,0.74,0.99,289,7.3,CRITICAL,1679.0,YELLOW,CLEAR,10.0,0,1,0.99,93.0,0,SYNTHETIC / SIMULATION DATA
TRF-004180,2026-01-28 02:00:00,2,2,0,BLR-KORAM-09,Koramangala Sony World Jn,12.93677530058455,77.62288309656337,100 Feet Intermediate Ring Road,0.85,0.388,102,18.2,HIGH,586.3,RED,CLEAR,10.0,0,0,0.37,81.6,0,SYNTHETIC / SIMULATION DATA
TRF-004181,2026-02-17 12:59:00,12,1,0,BLR-ECITY-02,Electronic City Toll,12.843921126960929,77.66116357178224,Hosur Elevated Expressway,0.92,0.655,196,25.3,HIGH,425.4,YELLOW,CLOUDY,10.0,0,0,0.78,79.9,0,SYNTHETIC / SIMULATION DATA
TRF-004182,2026-01-15 11:45:00,11,3,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.917723572909981,77.64641762468565,Sarjapur-ORR Junction,0.63,0.99,276,4.0,CRITICAL,1106.5,GREEN,CLEAR,10.0,0,0,0.63,97.6,1,SYNTHETIC / SIMULATION DATA
TRF-004183,2026-03-30 02:51:00,2,0,0,BLR-MGROAD-11,MG Road Brigade Jn,12.977015498621508,77.60483373346253,Mahatma Gandhi Road,0.86,0.392,96,21.3,HIGH,566.4,GREEN,CLOUDY,10.0,0,0,0.42,85.2,0,SYNTHETIC / SIMULATION DATA
TRF-004184,2026-03-12 21:51:00,21,3,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.91974255355588,77.64908183280444,Sarjapur-ORR Junction,0.65,0.99,272,4.0,CRITICAL,753.5,GREEN,HEAVY_RAIN,3.0,0,1,0.79,94.5,0,SYNTHETIC / SIMULATION DATA
TRF-004185,2026-02-04 23:15:00,23,2,0,BLR-MGROAD-11,MG Road Brigade Jn,12.97704660557823,77.60668354210163,Mahatma Gandhi Road,0.93,0.229,77,25.0,LOW,55.8,GREEN,CLEAR,10.0,0,0,0.46,81.9,0,SYNTHETIC / SIMULATION DATA
TRF-004186,2026-02-11 10:16:00,10,2,0,BLR-HEBBL-04,Hebbal Flyover,13.036906102137205,77.59541656558203,Airport Road / Bellary Road,0.81,0.99,262,8.6,CRITICAL,712.2,GREEN,CLEAR,10.0,0,0,0.72,90.3,0,SYNTHETIC / SIMULATION DATA
TRF-004187,2026-01-13 10:35:00,10,1,0,BLR-HEBBL-04,Hebbal Flyover,13.036163720690018,77.59631884217632,Airport Road / Bellary Road,0.85,0.99,276,6.8,CRITICAL,735.4,GREEN,HEAVY_RAIN,3.0,0,0,0.95,93.8,0,SYNTHETIC / SIMULATION DATA
TRF-004188,2026-02-17 22:56:00,22,1,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985475009510202,77.73048276640888,ITPL Main Road,0.75,0.176,50,25.3,LOW,95.4,RED,CLEAR,10.0,0,0,0.29,78.6,0,SYNTHETIC / SIMULATION DATA
TRF-004189,2026-03-19 19:53:00,19,3,0,BLR-BELLAN-06,Bellandur EcoSpace,12.926042578791051,77.67594476088696,Outer Ring Road IT Corridor,0.64,0.99,268,5.6,CRITICAL,809.0,YELLOW,RAIN,6.0,0,1,0.87,97.5,0,SYNTHETIC / SIMULATION DATA
TRF-004190,2026-01-06 00:38:00,0,1,0,BLR-ECITY-02,Electronic City Toll,12.844902161481537,77.66008728584566,Hosur Elevated Expressway,0.87,0.257,82,38.7,LOW,110.1,GREEN,CLEAR,10.0,0,0,0.18,74.1,0,SYNTHETIC / SIMULATION DATA
TRF-004191,2026-03-15 18:50:00,18,6,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.919264968515774,77.64769525666065,Sarjapur-ORR Junction,0.7,0.99,285,6.4,CRITICAL,1176.6,GREEN,CLEAR,10.0,0,0,0.55,93.2,0,SYNTHETIC / SIMULATION DATA
TRF-004192,2026-02-16 20:23:00,20,0,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.92138662870028,77.64823097348446,Sarjapur-ORR Junction,0.69,0.99,280,4.0,CRITICAL,1465.9,GREEN,RAIN,6.0,0,0,0.8,94.1,0,SYNTHETIC / SIMULATION DATA
TRF-004193,2026-02-16 15:42:00,15,0,0,BLR-HEBBL-04,Hebbal Flyover,13.035438015757814,77.59702839553287,Airport Road / Bellary Road,0.82,0.66,196,16.7,HIGH,712.6,RED,CLEAR,10.0,0,0,0.53,87.7,0,SYNTHETIC / SIMULATION DATA
TRF-004194,2026-02-17 20:40:00,20,1,0,BLR-KORAM-09,Koramangala Sony World Jn,12.933421290972593,77.6243029814167,100 Feet Intermediate Ring Road,0.8,0.99,287,6.0,CRITICAL,1115.5,RED,RAIN,6.0,0,0,0.69,93.9,0,SYNTHETIC / SIMULATION DATA
TRF-004195,2026-02-22 05:14:00,5,6,1,BLR-HEBBL-04,Hebbal Flyover,13.03644582771877,77.59622751671692,Airport Road / Bellary Road,0.8,0.336,93,26.7,LOW,27.6,GREEN,CLOUDY,10.0,0,0,0.47,83.0,0,SYNTHETIC / SIMULATION DATA
TRF-004196,2026-01-17 15:57:00,15,5,1,BLR-KORAM-09,Koramangala Sony World Jn,12.935928068448513,77.62375378911166,100 Feet Intermediate Ring Road,0.81,0.615,184,14.0,HIGH,587.7,RED,CLEAR,10.0,0,0,0.49,87.2,0,SYNTHETIC / SIMULATION DATA
TRF-004197,2026-03-18 16:58:00,16,2,0,BLR-HEBBL-04,Hebbal Flyover,13.037351982858475,77.59593334053292,Airport Road / Bellary Road,0.77,0.713,201,13.0,HIGH,557.9,RED,RAIN,6.0,1,0,0.44,94.1,0,SYNTHETIC / SIMULATION DATA
TRF-004198,2026-01-12 03:39:00,3,0,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99891656525788,77.69184117448377,Old Madras Road / ORR,0.6,0.511,146,7.4,CRITICAL,1370.1,GREEN,HEAVY_RAIN,3.0,0,0,0.4,88.1,0,SYNTHETIC / SIMULATION DATA
TRF-004199,2026-02-13 04:01:00,4,4,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976617788335457,77.60502487643794,Mahatma Gandhi Road,0.94,0.338,86,19.7,HIGH,635.5,GREEN,CLOUDY,10.0,0,0,0.29,85.2,0,SYNTHETIC / SIMULATION DATA
TRF-004200,2026-03-12 06:33:00,6,3,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.986466939206426,77.72953001103053,ITPL Main Road,0.72,0.275,75,22.1,LOW,11.0,GREEN,CLEAR,10.0,0,0,0.51,77.7,0,SYNTHETIC / SIMULATION DATA
TRF-004201,2026-03-06 23:30:00,23,4,0,BLR-INDIRA-10,Indiranagar 100ft Road,12.972711067258173,77.64039758795523,100ft Road CMH Junction,0.86,0.198,66,28.6,LOW,74.1,GREEN,CLEAR,10.0,0,0,0.33,73.5,0,SYNTHETIC / SIMULATION DATA
TRF-004202,2026-03-19 09:58:00,9,3,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.917661437824233,77.6499127381331,Sarjapur-ORR Junction,0.62,0.99,264,4.7,CRITICAL,1221.6,GREEN,CLEAR,10.0,0,0,0.66,94.7,0,SYNTHETIC / SIMULATION DATA
TRF-004203,2026-02-23 00:49:00,0,0,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.98739717479397,77.73138132386237,ITPL Main Road,0.8,0.28,81,25.0,LOW,107.5,RED,CLEAR,10.0,0,0,0.34,77.8,0,SYNTHETIC / SIMULATION DATA
TRF-004204,2026-03-12 02:20:00,2,3,0,BLR-MGROAD-11,MG Road Brigade Jn,12.974163058271843,77.60684213681238,Mahatma Gandhi Road,0.89,0.445,109,20.3,HIGH,634.7,RED,CLEAR,10.0,0,0,0.45,85.9,0,SYNTHETIC / SIMULATION DATA
TRF-004205,2026-02-13 19:24:00,19,4,0,BLR-MARATH-05,Marathahalli Bridge,12.956640667776467,77.70011217798816,Outer Ring Road,0.67,0.99,292,5.6,CRITICAL,1196.7,YELLOW,CLEAR,10.0,0,0,1.0,93.6,0,SYNTHETIC / SIMULATION DATA
TRF-004206,2026-02-11 13:29:00,13,2,0,BLR-MGROAD-11,MG Road Brigade Jn,12.976932700201472,77.60568675009937,Mahatma Gandhi Road,0.87,0.663,199,15.3,HIGH,709.9,RED,CLEAR,10.0,0,0,0.54,88.3,0,SYNTHETIC / SIMULATION DATA
TRF-004207,2026-03-28 01:34:00,1,5,1,BLR-KORAM-09,Koramangala Sony World Jn,12.936958323608932,77.62539371799558,100 Feet Intermediate Ring Road,0.78,0.293,96,22.5,LOW,39.9,RED,CLEAR,10.0,0,0,0.43,82.3,0,SYNTHETIC / SIMULATION DATA
TRF-004208,2026-03-30 23:38:00,23,0,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.918380957019885,77.64853778495193,Sarjapur-ORR Junction,0.66,0.246,54,10.5,CRITICAL,1777.3,RED,HEAVY_RAIN,3.0,0,0,0.28,86.1,0,SYNTHETIC / SIMULATION DATA
TRF-004209,2026-02-09 20:30:00,20,0,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.984504977016526,77.7314083864787,ITPL Main Road,0.73,0.99,268,6.4,CRITICAL,1386.4,GREEN,CLOUDY,10.0,0,0,0.85,92.5,0,SYNTHETIC / SIMULATION DATA
TRF-004210,2026-01-11 15:50:00,15,6,1,BLR-INDIRA-10,Indiranagar 100ft Road,12.973264138490924,77.64210158561676,100ft Road CMH Junction,0.84,0.562,151,19.7,HIGH,460.3,GREEN,CLOUDY,10.0,0,0,0.34,83.6,0,SYNTHETIC / SIMULATION DATA
TRF-004211,2026-01-05 03:44:00,3,0,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.021818035797187,77.5536388962042,Tumkur Road / Subedarchatram Rd,0.69,0.374,102,19.4,HIGH,566.0,RED,CLEAR,10.0,0,1,0.52,83.6,0,SYNTHETIC / SIMULATION DATA
TRF-004212,2026-02-21 03:51:00,3,5,1,BLR-BELLAN-06,Bellandur EcoSpace,12.92408113067613,77.67464755314218,Outer Ring Road IT Corridor,0.66,0.345,93,12.3,HIGH,449.3,RED,CLEAR,10.0,0,0,0.38,87.3,0,SYNTHETIC / SIMULATION DATA
TRF-004213,2026-01-16 12:30:00,12,4,0,BLR-MARATH-05,Marathahalli Bridge,12.956787184856593,77.70104200822782,Outer Ring Road,0.66,0.93,247,7.4,CRITICAL,1098.4,RED,CLEAR,10.0,0,0,0.62,92.6,0,SYNTHETIC / SIMULATION DATA
TRF-004214,2026-03-14 08:02:00,8,5,1,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.022763219627803,77.55358841815364,Tumkur Road / Subedarchatram Rd,0.74,0.831,245,10.2,CRITICAL,1357.2,RED,CLEAR,10.0,0,0,0.54,89.6,0,SYNTHETIC / SIMULATION DATA
TRF-004215,2026-01-08 07:29:00,7,3,0,BLR-MGROAD-11,MG Road Brigade Jn,12.97460993660724,77.60526870924708,Mahatma Gandhi Road,0.87,0.24,80,23.9,LOW,15.0,GREEN,CLEAR,10.0,0,0,0.28,81.3,0,SYNTHETIC / SIMULATION DATA
TRF-004216,2026-02-14 06:27:00,6,5,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.984853633277334,77.73301123002838,ITPL Main Road,0.73,0.266,86,22.7,LOW,51.5,YELLOW,CLEAR,10.0,0,0,0.19,79.8,0,SYNTHETIC / SIMULATION DATA
TRF-004217,2026-02-13 14:05:00,14,4,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.996799798549967,77.69238200490267,Old Madras Road / ORR,0.59,0.734,197,8.7,CRITICAL,1521.3,RED,CLEAR,10.0,0,0,0.74,93.4,0,SYNTHETIC / SIMULATION DATA
TRF-004218,2026-02-15 09:51:00,9,6,1,BLR-MGROAD-11,MG Road Brigade Jn,12.976807130040973,77.60738161993872,Mahatma Gandhi Road,0.92,0.99,273,6.5,CRITICAL,1035.7,RED,RAIN,6.0,0,0,0.59,94.2,0,SYNTHETIC / SIMULATION DATA
TRF-004219,2026-02-16 22:13:00,22,0,0,BLR-ECITY-02,Electronic City Toll,12.844624808436947,77.66060998281516,Hosur Elevated Expressway,0.87,0.199,69,37.7,LOW,90.5,GREEN,CLOUDY,10.0,0,0,0.45,73.3,0,SYNTHETIC / SIMULATION DATA
TRF-004220,2026-01-13 12:04:00,12,1,0,BLR-KORAM-09,Koramangala Sony World Jn,12.935644026566461,77.62413003237374,100 Feet Intermediate Ring Road,0.79,0.709,183,13.9,HIGH,438.1,GREEN,CLOUDY,10.0,0,0,0.72,88.3,0,SYNTHETIC / SIMULATION DATA
TRF-004221,2026-02-03 11:21:00,11,1,0,BLR-ECITY-02,Electronic City Toll,12.84408998042015,77.65878730985011,Hosur Elevated Expressway,0.89,0.99,270,13.3,CRITICAL,1353.5,RED,CLEAR,10.0,0,0,0.98,89.2,0,SYNTHETIC / SIMULATION DATA
TRF-004222,2026-01-15 21:20:00,21,3,0,BLR-HEBBL-04,Hebbal Flyover,13.035965494332919,77.59536948493813,Airport Road / Bellary Road,0.87,0.99,279,7.7,CRITICAL,1233.7,RED,CLEAR,10.0,0,0,0.87,94.0,0,SYNTHETIC / SIMULATION DATA
TRF-004223,2026-01-18 19:56:00,19,6,1,BLR-ECITY-02,Electronic City Toll,12.846841576717853,77.66155705555806,Hosur Elevated Expressway,0.83,0.99,274,11.6,CRITICAL,825.2,GREEN,CLEAR,10.0,0,0,0.71,88.8,0,SYNTHETIC / SIMULATION DATA
TRF-004224,2026-02-13 11:31:00,11,4,0,BLR-ECITY-02,Electronic City Toll,12.845729182155532,77.66138767694747,Hosur Elevated Expressway,0.86,0.99,273,10.9,CRITICAL,795.5,GREEN,RAIN,6.0,0,0,0.67,87.0,0,SYNTHETIC / SIMULATION DATA
TRF-004225,2026-01-12 03:22:00,3,0,0,BLR-HEBBL-04,Hebbal Flyover,13.034355483252515,77.59873922275489,Airport Road / Bellary Road,0.83,0.441,111,23.3,MEDIUM,115.4,GREEN,CLEAR,10.0,0,0,0.58,82.3,0,SYNTHETIC / SIMULATION DATA
TRF-004226,2026-01-12 15:47:00,15,0,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.998355783635196,77.69311785561379,Old Madras Road / ORR,0.64,0.884,246,6.4,CRITICAL,1600.9,YELLOW,CLEAR,10.0,0,0,0.67,92.5,0,SYNTHETIC / SIMULATION DATA
TRF-004227,2026-02-20 15:13:00,15,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.025489478981344,77.55389631269605,Tumkur Road / Subedarchatram Rd,0.72,0.682,183,11.0,CRITICAL,1228.7,GREEN,CLOUDY,10.0,0,0,0.58,89.7,0,SYNTHETIC / SIMULATION DATA
TRF-004228,2026-02-11 05:36:00,5,2,0,BLR-BELLAN-06,Bellandur EcoSpace,12.92610195500568,77.67652741265445,Outer Ring Road IT Corridor,0.65,0.416,104,8.8,CRITICAL,1387.5,GREEN,HEAVY_RAIN,3.0,0,0,0.22,87.3,0,SYNTHETIC / SIMULATION DATA
TRF-004229,2026-03-20 07:30:00,7,4,0,BLR-HEBBL-04,Hebbal Flyover,13.037290317663171,77.59764162499086,Airport Road / Bellary Road,0.78,0.281,70,24.8,LOW,58.8,RED,CLEAR,10.0,0,0,0.25,80.4,0,SYNTHETIC / SIMULATION DATA
TRF-004230,2026-03-26 06:42:00,6,3,0,BLR-ECITY-02,Electronic City Toll,12.84706494304565,77.65848312277275,Hosur Elevated Expressway,0.84,0.308,95,28.2,LOW,53.6,RED,RAIN,6.0,0,0,0.4,78.3,0,SYNTHETIC / SIMULATION DATA
TRF-004231,2026-02-20 19:09:00,19,4,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.985951379877239,77.73073290846958,ITPL Main Road,0.79,0.99,286,6.4,CRITICAL,781.3,RED,CLEAR,10.0,0,0,0.96,91.0,0,SYNTHETIC / SIMULATION DATA
TRF-004232,2026-01-18 11:09:00,11,6,1,BLR-INDIRA-10,Indiranagar 100ft Road,12.970541050291544,77.63936026820966,100ft Road CMH Junction,0.8,0.801,238,14.1,HIGH,574.6,RED,CLEAR,10.0,1,0,0.48,90.6,0,SYNTHETIC / SIMULATION DATA
TRF-004233,2026-02-18 01:57:00,1,2,0,BLR-KORAM-09,Koramangala Sony World Jn,12.936506003541394,77.62636782978073,100 Feet Intermediate Ring Road,0.77,0.374,116,21.3,HIGH,425.9,GREEN,CLOUDY,10.0,0,0,0.44,80.0,0,SYNTHETIC / SIMULATION DATA
TRF-004234,2026-02-17 03:02:00,3,1,0,BLR-KORAM-09,Koramangala Sony World Jn,12.93415275630765,77.62418370134009,100 Feet Intermediate Ring Road,0.79,0.442,111,19.2,HIGH,599.3,RED,CLOUDY,10.0,0,0,0.28,84.3,0,SYNTHETIC / SIMULATION DATA
TRF-004235,2026-03-11 13:07:00,13,2,0,BLR-ECITY-02,Electronic City Toll,12.846187693483161,77.66076016242786,Hosur Elevated Expressway,0.83,0.793,236,18.9,HIGH,648.4,GREEN,CLEAR,10.0,0,0,0.67,82.1,0,SYNTHETIC / SIMULATION DATA
TRF-004236,2026-03-30 00:07:00,0,0,0,BLR-BELLAN-06,Bellandur EcoSpace,12.926560301934314,77.67699855632881,Outer Ring Road IT Corridor,0.69,0.293,80,16.7,HIGH,690.5,GREEN,CLOUDY,10.0,0,0,0.35,84.3,0,SYNTHETIC / SIMULATION DATA
TRF-004237,2026-03-03 06:38:00,6,1,0,BLR-ORR-08,Outer Ring Road Sarjapur Jn,12.920832483756243,77.64962411361064,Sarjapur-ORR Junction,0.67,0.326,105,12.8,HIGH,679.6,RED,RAIN,6.0,1,0,0.28,89.9,0,SYNTHETIC / SIMULATION DATA
TRF-004238,2026-01-13 16:58:00,16,1,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.998127403686755,77.69211207747493,Old Madras Road / ORR,0.57,0.738,214,9.6,CRITICAL,880.9,RED,RAIN,6.0,0,0,0.64,93.2,0,SYNTHETIC / SIMULATION DATA
TRF-004239,2026-01-21 18:28:00,18,2,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.999890416627514,77.69377378616171,Old Madras Road / ORR,0.62,0.99,292,4.0,CRITICAL,1339.7,RED,FOG,1.5,0,0,0.77,95.2,0,SYNTHETIC / SIMULATION DATA
TRF-004240,2026-01-27 01:49:00,1,1,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.02269397289562,77.55102379973907,Tumkur Road / Subedarchatram Rd,0.72,0.404,111,16.5,HIGH,745.8,RED,CLEAR,10.0,0,0,0.57,86.5,0,SYNTHETIC / SIMULATION DATA
TRF-004241,2026-02-12 08:07:00,8,3,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.999350853619378,77.69305845358245,Old Madras Road / ORR,0.6,0.99,272,5.7,CRITICAL,1299.8,GREEN,CLEAR,10.0,0,0,0.76,93.9,0,SYNTHETIC / SIMULATION DATA
TRF-004242,2026-01-01 12:53:00,12,3,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99754689299851,77.69231749613095,Old Madras Road / ORR,0.57,0.924,260,6.9,CRITICAL,890.6,GREEN,CLEAR,10.0,0,0,0.79,97.1,0,SYNTHETIC / SIMULATION DATA
TRF-004243,2026-03-31 08:24:00,8,1,0,BLR-KRPUR-03,KR Puram Hanging Bridge,12.999776252520245,77.69205311383548,Old Madras Road / ORR,0.63,0.99,271,7.4,CRITICAL,844.2,RED,CLOUDY,10.0,0,0,0.83,98.2,0,SYNTHETIC / SIMULATION DATA
TRF-004244,2026-03-13 08:53:00,8,4,0,BLR-BELLAN-06,Bellandur EcoSpace,12.9241121463937,77.67544469254119,Outer Ring Road IT Corridor,0.73,0.99,262,6.0,CRITICAL,1144.2,GREEN,CLOUDY,10.0,0,0,0.77,95.9,0,SYNTHETIC / SIMULATION DATA
TRF-004245,2026-02-18 20:04:00,20,2,0,BLR-KORAM-09,Koramangala Sony World Jn,12.937009179250897,77.62580373358222,100 Feet Intermediate Ring Road,0.79,0.99,284,6.5,CRITICAL,729.4,GREEN,HEAVY_RAIN,3.0,0,0,0.82,93.8,1,SYNTHETIC / SIMULATION DATA
TRF-004246,2026-03-20 17:07:00,17,4,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,13.022389471229324,77.55286649461856,Tumkur Road / Subedarchatram Rd,0.75,0.99,279,6.4,CRITICAL,1392.8,RED,CLEAR,10.0,0,0,1.0,95.2,0,SYNTHETIC / SIMULATION DATA
TRF-004247,2026-03-04 06:31:00,6,2,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,12.987865911371667,77.73327817049146,ITPL Main Road,0.72,0.348,92,15.5,HIGH,584.3,RED,HEAVY_RAIN,3.0,0,0,0.22,80.3,0,SYNTHETIC / SIMULATION DATA
TRF-004248,2026-03-28 19:51:00,19,5,1,BLR-KRPUR-03,KR Puram Hanging Bridge,12.99771618541012,77.6917777614145,Old Madras Road / ORR,0.63,0.99,284,4.9,CRITICAL,1376.0,GREEN,CLEAR,10.0,0,0,0.69,95.3,0,SYNTHETIC / SIMULATION DATA
TRF-004249,2026-03-02 19:18:00,19,0,0,BLR-KORAM-09,Koramangala Sony World Jn,12.933509328980282,77.62444025221852,100 Feet Intermediate Ring Road,0.82,0.99,265,4.2,CRITICAL,1429.2,GREEN,FOG,1.5,0,0,0.74,93.2,0,SYNTHETIC / SIMULATION DATA
TRF-004250,2026-01-16 17:37:00,17,4,0,BLR-SILK-01,Silk Board Junction,12.916138004111588,77.62498104518936,Hosur Road / Outer Ring Road,0.65,0.99,273,4.0,CRITICAL,1663.2,RED,HEAVY_RAIN,3.0,0,0,1.0,100.6,0,SYNTHETIC / SIMULATION DATA
TRF-004251,2026-02-20 02:50:00,2,4,0,BLR-HEBBL-04,Hebbal Flyover,13.033870969275304,77.59511178107967,Airport Road / Bellary Road,0.78,0.457,114,17.2,HIGH,648.7,RED,RAIN,6.0,0,0,0.58,84.0,0,SYNTHETIC / SIMULATION DATA
