multimodal_id,zone_name,hour,time_of_day_period,traffic_density,average_speed_kmh,accident_probability,pedestrian_risk,road_condition_score,noise_db,emergency_vehicle_present,incident_risk_score,traffic_impact_score,data_source
MM-REC-007365,Silk Board Junction,15,afternoon,0.968,5.0,0.326,0.674,0.7,99.7,0,49.0,78.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007366,Outer Ring Road Sarjapur Jn,9,morning_peak,0.696,10.9,0.335,0.209,0.74,94.6,0,33.3,58.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007367,KR Puram Hanging Bridge,10,morning_peak,0.89,5.4,0.023,0.165,0.52,96.4,0,23.3,63.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007368,Indiranagar 100ft Road,4,night,0.514,19.9,0.194,0.617,0.87,84.5,0,33.2,45.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007369,Whitefield ITPL Main Gate,16,afternoon,0.814,11.9,0.92,0.615,0.66,87.5,0,72.4,78.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007370,MG Road Brigade Jn,11,morning_peak,0.714,12.2,0.457,0.564,0.95,90.5,0,45.9,64.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007371,Koramangala Sony World Jn,11,morning_peak,0.24,20.6,0.767,0.097,0.76,83.0,0,42.9,40.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007372,Hebbal Flyover,0,night,0.976,8.3,0.375,0.932,0.76,92.7,0,57.2,79.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007373,KR Puram Hanging Bridge,8,morning_peak,0.556,13.3,0.83,0.777,0.69,91.0,0,68.2,66.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007374,KR Puram Hanging Bridge,10,morning_peak,0.842,8.8,0.284,0.463,0.66,96.6,0,40.4,67.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007375,Koramangala Sony World Jn,4,night,0.691,13.5,0.688,0.431,0.73,89.0,0,54.8,65.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007376,Bellandur EcoSpace,21,evening_peak,0.764,6.1,0.203,0.122,0.59,96.4,0,27.7,61.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007377,Silk Board Junction,2,night,0.801,6.8,0.4,0.139,0.65,98.7,0,37.0,66.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007378,Whitefield ITPL Main Gate,4,night,0.614,13.2,0.295,0.078,0.78,85.6,0,26.6,51.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007379,MG Road Brigade Jn,15,afternoon,0.283,21.6,0.163,0.754,0.83,84.8,0,32.1,35.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007380,Electronic City Toll,19,evening_peak,0.433,29.5,0.333,0.931,0.92,81.7,0,45.6,41.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007381,MG Road Brigade Jn,16,afternoon,0.724,13.0,0.535,0.913,0.89,92.9,0,58.9,69.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007382,Yeshwanthpur TTMC Circle,21,evening_peak,0.667,12.0,0.369,0.06,0.68,92.5,0,31.3,55.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007383,Indiranagar 100ft Road,12,afternoon,0.777,14.2,0.223,0.651,0.81,88.8,0,39.9,61.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007384,Koramangala Sony World Jn,8,morning_peak,0.255,20.4,0.606,0.176,0.82,83.6,0,37.3,38.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007385,Whitefield ITPL Main Gate,13,afternoon,0.549,15.7,0.506,0.628,0.73,85.8,0,49.4,56.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007386,MG Road Brigade Jn,15,afternoon,0.907,7.5,0.163,0.331,0.89,92.7,0,30.3,67.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007387,KR Puram Hanging Bridge,1,night,0.672,9.4,0.204,0.723,0.68,92.3,0,40.5,61.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007388,MG Road Brigade Jn,0,night,0.384,19.6,0.285,0.169,0.99,87.5,0,22.9,38.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007389,Marathahalli Bridge,19,evening_peak,0.812,10.7,0.523,0.787,0.63,95.1,0,59.1,72.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007390,Silk Board Junction,0,night,0.34,11.5,0.81,0.552,0.68,92.0,1,63.5,56.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007391,Yeshwanthpur TTMC Circle,11,morning_peak,0.623,11.8,0.691,0.561,0.79,89.1,0,56.6,65.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007392,Koramangala Sony World Jn,5,night,0.747,9.1,0.044,0.278,0.82,91.7,0,21.9,56.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007393,Whitefield ITPL Main Gate,22,night,0.638,16.0,0.976,0.192,0.77,85.3,0,60.6,65.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007394,Silk Board Junction,7,night,0.209,14.4,0.862,0.513,0.57,89.6,0,59.0,49.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007395,KR Puram Hanging Bridge,5,night,0.867,8.8,0.135,0.919,0.61,94.3,0,46.0,70.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007396,Whitefield ITPL Main Gate,6,night,0.752,10.8,0.278,0.398,0.77,89.4,0,36.0,61.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007397,Koramangala Sony World Jn,13,afternoon,0.754,10.3,0.292,0.815,0.86,91.1,0,46.2,66.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007398,Outer Ring Road Sarjapur Jn,4,night,0.963,5.0,0.701,0.415,0.63,95.0,0,60.1,82.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007399,Outer Ring Road Sarjapur Jn,3,night,0.97,5.0,0.751,0.104,0.56,96.5,0,55.3,81.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007400,Whitefield ITPL Main Gate,5,night,0.866,10.5,0.203,0.197,0.68,89.3,0,30.2,62.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007401,Koramangala Sony World Jn,16,afternoon,0.24,20.3,0.527,0.193,0.73,84.1,0,34.8,36.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007402,Koramangala Sony World Jn,6,night,0.885,9.9,0.034,0.469,0.84,90.9,0,28.1,63.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007403,Bellandur EcoSpace,18,evening_peak,0.884,6.8,0.163,0.194,0.68,99.0,0,28.6,65.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007404,Outer Ring Road Sarjapur Jn,9,morning_peak,0.949,6.5,0.153,0.535,0.71,96.6,0,37.4,71.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007405,Indiranagar 100ft Road,14,afternoon,0.598,19.2,0.663,0.439,0.94,86.8,0,50.4,57.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007406,Electronic City Toll,8,morning_peak,0.362,30.2,0.369,0.692,0.84,83.6,0,40.9,36.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007407,Hebbal Flyover,6,night,0.571,19.3,0.825,0.259,0.85,89.0,0,53.7,57.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007408,Outer Ring Road Sarjapur Jn,13,afternoon,0.861,7.1,0.35,0.894,0.73,95.9,0,53.7,75.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007409,Bellandur EcoSpace,11,morning_peak,0.741,6.5,0.346,0.942,0.66,93.6,0,53.6,71.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007410,Yeshwanthpur TTMC Circle,13,afternoon,0.503,17.1,0.599,0.633,0.71,88.5,1,58.2,55.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007411,Electronic City Toll,14,afternoon,0.808,18.5,0.247,0.456,0.8,86.1,0,36.6,57.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007412,MG Road Brigade Jn,19,evening_peak,0.77,10.5,0.749,0.554,0.84,92.8,0,60.7,73.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007413,Outer Ring Road Sarjapur Jn,21,evening_peak,0.553,11.9,0.471,0.102,0.67,92.9,0,35.3,53.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007414,Yeshwanthpur TTMC Circle,2,night,0.508,14.0,0.402,0.582,0.76,90.9,0,42.7,53.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007415,MG Road Brigade Jn,1,night,0.725,12.1,0.168,0.494,1.0,90.6,0,30.8,58.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007416,Whitefield ITPL Main Gate,14,afternoon,0.733,11.6,0.457,0.453,0.74,88.8,0,45.5,64.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007417,Indiranagar 100ft Road,4,night,0.468,21.0,0.819,0.441,0.83,86.1,0,56.6,53.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007418,Koramangala Sony World Jn,16,afternoon,0.534,17.0,0.746,0.873,0.87,88.8,0,64.7,62.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007419,Marathahalli Bridge,17,evening_peak,0.496,16.2,0.663,0.547,0.71,89.5,0,53.9,56.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007420,KR Puram Hanging Bridge,4,night,0.415,13.5,0.366,0.127,0.51,91.1,0,30.8,45.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007421,Bellandur EcoSpace,19,evening_peak,0.696,6.8,0.187,0.753,0.66,94.5,0,41.1,64.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007422,Silk Board Junction,20,evening_peak,0.731,7.6,0.828,0.544,0.71,96.4,0,64.7,75.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007423,Koramangala Sony World Jn,16,afternoon,0.376,19.0,0.775,0.526,0.78,83.9,0,55.9,51.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007424,Koramangala Sony World Jn,17,evening_peak,0.511,15.7,0.886,0.455,0.81,88.6,0,60.8,60.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007425,Outer Ring Road Sarjapur Jn,13,afternoon,0.505,12.0,0.155,0.262,0.7,91.3,0,24.1,46.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007426,Whitefield ITPL Main Gate,16,afternoon,0.317,20.8,0.738,0.427,0.81,83.3,0,50.5,46.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007427,Electronic City Toll,22,night,0.562,25.4,0.116,0.64,0.9,86.0,0,30.6,42.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007428,Outer Ring Road Sarjapur Jn,23,night,0.537,11.9,0.636,0.807,0.74,93.3,1,64.5,63.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007429,Silk Board Junction,3,night,0.649,9.6,0.792,0.155,0.6,94.7,0,53.2,66.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007430,Whitefield ITPL Main Gate,15,afternoon,0.411,20.2,0.956,0.105,0.81,84.5,0,53.7,51.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007431,Indiranagar 100ft Road,5,night,0.448,20.3,0.372,0.779,0.93,84.7,0,43.6,47.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007432,Whitefield ITPL Main Gate,4,night,0.476,18.0,0.122,0.627,0.74,85.7,0,30.9,44.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007433,Whitefield ITPL Main Gate,5,night,0.235,22.7,0.774,0.376,0.84,83.4,1,54.4,41.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007434,KR Puram Hanging Bridge,17,evening_peak,0.389,14.5,0.06,0.315,0.63,89.3,0,20.1,39.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007435,Electronic City Toll,19,evening_peak,0.426,28.5,0.075,0.78,0.9,82.2,0,30.3,35.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007436,Electronic City Toll,1,night,0.484,28.6,0.95,0.593,0.93,82.8,0,65.5,52.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007437,KR Puram Hanging Bridge,2,night,0.35,14.3,0.551,0.764,0.56,91.3,0,53.5,51.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007438,MG Road Brigade Jn,19,evening_peak,0.409,16.9,0.117,0.155,0.93,89.8,0,16.0,37.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007439,Koramangala Sony World Jn,3,night,0.513,13.9,0.371,0.266,0.79,88.7,0,33.1,50.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007440,Yeshwanthpur TTMC Circle,0,night,0.97,7.6,0.827,0.187,0.78,95.3,0,58.6,81.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007441,Outer Ring Road Sarjapur Jn,16,afternoon,0.3,16.9,0.456,0.943,0.62,86.9,0,52.4,47.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007442,Bellandur EcoSpace,1,night,0.827,8.0,0.704,0.836,0.6,95.9,0,69.0,79.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007443,KR Puram Hanging Bridge,1,night,0.853,8.5,0.938,0.422,0.58,96.7,1,74.8,80.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007444,KR Puram Hanging Bridge,3,night,0.862,6.8,0.036,0.836,0.6,95.5,0,39.5,68.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007445,Indiranagar 100ft Road,20,evening_peak,0.247,27.9,0.61,0.66,0.93,81.0,0,48.4,37.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007446,Whitefield ITPL Main Gate,7,night,0.475,17.6,0.431,0.592,0.72,85.6,0,44.1,50.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007447,Whitefield ITPL Main Gate,18,evening_peak,0.407,21.3,0.954,0.757,0.73,84.7,0,70.7,57.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007448,Silk Board Junction,17,evening_peak,0.718,7.4,0.561,0.372,0.7,97.4,0,48.3,68.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007449,Electronic City Toll,12,afternoon,0.81,16.6,0.794,0.374,0.82,88.4,0,59.0,69.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007450,Silk Board Junction,10,morning_peak,0.712,6.5,0.611,0.449,0.7,95.0,0,52.4,70.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007451,Silk Board Junction,23,night,0.913,5.1,0.842,0.186,0.62,97.0,0,60.0,81.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007452,Marathahalli Bridge,15,afternoon,0.503,12.8,0.064,0.145,0.78,89.4,0,16.2,43.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007453,Outer Ring Road Sarjapur Jn,16,afternoon,0.819,6.3,0.619,0.7,0.74,96.0,0,60.2,77.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007454,Marathahalli Bridge,1,night,0.582,14.6,0.193,0.823,0.62,89.8,0,41.8,54.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007455,Outer Ring Road Sarjapur Jn,12,afternoon,0.725,8.5,0.926,0.489,0.68,92.1,0,68.0,76.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007456,MG Road Brigade Jn,12,afternoon,0.769,12.7,0.767,0.121,0.97,92.8,0,49.4,67.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007457,Indiranagar 100ft Road,13,afternoon,0.616,15.6,0.076,0.822,0.88,87.9,0,34.4,52.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007458,Marathahalli Bridge,4,night,0.45,13.9,0.639,0.511,0.61,89.0,0,52.2,55.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007459,Bellandur EcoSpace,17,evening_peak,0.945,5.0,0.25,0.861,0.62,96.0,0,50.7,77.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007460,Yeshwanthpur TTMC Circle,12,afternoon,0.498,17.5,0.489,0.519,0.78,87.6,0,44.6,51.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007461,Yeshwanthpur TTMC Circle,20,evening_peak,0.581,13.5,0.148,0.356,0.7,91.4,0,27.3,49.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007462,Marathahalli Bridge,17,evening_peak,0.401,17.4,0.13,0.128,0.62,88.4,0,18.9,36.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007463,Silk Board Junction,4,night,0.907,6.9,0.479,0.212,0.6,99.1,0,44.5,72.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007464,Marathahalli Bridge,4,night,0.373,18.6,0.7,0.671,0.75,88.4,0,56.4,51.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007465,Outer Ring Road Sarjapur Jn,1,night,0.455,11.5,0.029,0.535,0.62,90.0,0,25.3,45.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007466,Koramangala Sony World Jn,0,night,0.529,14.1,0.38,0.164,0.74,88.8,1,36.7,49.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007467,MG Road Brigade Jn,20,evening_peak,0.675,12.9,0.746,0.594,0.88,92.8,0,59.7,68.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007468,Yeshwanthpur TTMC Circle,21,evening_peak,0.327,17.7,0.697,0.555,0.68,89.3,0,53.3,49.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007469,Marathahalli Bridge,5,night,0.897,8.7,0.024,0.455,0.73,96.1,0,28.6,64.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007470,Whitefield ITPL Main Gate,20,evening_peak,0.702,12.2,0.636,0.873,0.69,89.3,0,64.1,70.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007471,Outer Ring Road Sarjapur Jn,7,night,0.835,6.5,0.865,0.405,0.67,95.6,0,64.9,79.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007472,Hebbal Flyover,12,afternoon,0.781,13.4,0.502,0.487,0.77,90.2,0,48.8,66.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007473,Silk Board Junction,21,evening_peak,0.941,5.2,0.975,0.214,0.57,98.1,1,72.6,85.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007474,Outer Ring Road Sarjapur Jn,10,morning_peak,0.831,5.2,0.402,0.22,0.62,94.6,0,39.9,69.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007475,Bellandur EcoSpace,22,night,0.829,8.2,0.636,0.926,0.68,96.9,0,67.4,79.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007476,Marathahalli Bridge,20,evening_peak,0.233,21.0,0.28,0.673,0.69,86.2,0,36.0,35.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007477,Koramangala Sony World Jn,6,night,0.48,15.1,0.175,0.561,0.83,85.4,0,30.8,47.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007478,Bellandur EcoSpace,0,night,0.519,12.8,0.869,0.461,0.78,92.0,0,60.6,63.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007479,Outer Ring Road Sarjapur Jn,6,night,0.744,8.5,0.111,0.301,0.63,95.0,0,27.4,58.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007480,Marathahalli Bridge,14,afternoon,0.334,18.5,0.331,0.281,0.66,89.6,0,30.3,38.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007481,MG Road Brigade Jn,1,night,0.706,10.7,0.579,0.734,0.99,90.3,0,55.1,69.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007482,Hebbal Flyover,18,evening_peak,0.87,11.1,0.726,0.543,0.78,90.7,1,66.5,76.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007483,Bellandur EcoSpace,5,night,0.945,5.6,0.414,0.42,0.7,98.9,0,46.3,76.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007484,Outer Ring Road Sarjapur Jn,14,afternoon,0.363,15.4,0.893,0.153,0.59,88.4,0,53.6,52.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007485,Outer Ring Road Sarjapur Jn,18,evening_peak,0.349,15.3,0.689,0.46,0.7,90.5,0,50.7,50.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007486,Whitefield ITPL Main Gate,5,night,0.891,10.0,0.547,0.675,0.72,89.4,0,57.7,75.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007487,Marathahalli Bridge,23,night,0.425,17.4,0.936,0.472,0.75,90.7,0,62.8,57.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007488,Marathahalli Bridge,15,afternoon,0.856,6.2,0.397,0.25,0.76,92.5,1,44.4,70.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007489,Yeshwanthpur TTMC Circle,0,night,0.226,22.8,0.01,0.722,0.73,85.5,0,24.6,29.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007490,Marathahalli Bridge,15,afternoon,0.243,20.2,0.785,0.565,0.77,88.1,0,55.4,45.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007491,Indiranagar 100ft Road,4,night,0.951,7.7,0.435,0.261,0.89,91.5,0,41.5,73.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007492,Yeshwanthpur TTMC Circle,14,afternoon,0.523,17.0,0.698,0.93,0.73,90.2,0,65.2,61.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007493,MG Road Brigade Jn,7,night,0.438,17.8,0.089,0.448,0.88,88.0,0,23.0,40.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007494,Koramangala Sony World Jn,22,night,0.568,15.9,0.974,0.547,0.81,89.0,0,67.9,65.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007495,Electronic City Toll,15,afternoon,0.242,34.0,0.513,0.227,0.83,81.8,0,34.1,26.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007496,Bellandur EcoSpace,5,night,0.863,5.6,0.229,0.752,0.59,96.7,0,46.1,72.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007497,Electronic City Toll,4,night,0.922,13.0,0.727,0.121,0.8,90.6,0,51.6,72.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007498,Whitefield ITPL Main Gate,1,night,0.864,9.6,0.468,0.66,0.77,91.8,1,57.8,73.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007499,Electronic City Toll,18,evening_peak,0.484,28.3,0.601,0.572,0.81,83.7,0,50.5,45.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007500,MG Road Brigade Jn,11,morning_peak,0.963,7.6,0.372,0.374,0.86,93.6,0,41.9,74.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007501,Indiranagar 100ft Road,23,night,0.38,24.1,0.094,0.731,0.87,84.0,0,29.5,36.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007502,Outer Ring Road Sarjapur Jn,13,afternoon,0.377,14.6,0.205,0.517,0.72,90.0,0,30.6,43.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007503,Koramangala Sony World Jn,5,night,0.908,9.4,0.555,0.057,0.76,92.7,0,42.4,70.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007504,Marathahalli Bridge,0,night,0.779,9.2,0.139,0.794,0.78,91.8,1,45.0,65.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007505,Outer Ring Road Sarjapur Jn,4,night,0.465,13.5,0.063,0.735,0.75,91.8,0,30.7,47.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007506,Whitefield ITPL Main Gate,0,night,0.319,22.0,0.618,0.14,0.82,84.0,0,37.9,40.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007507,Marathahalli Bridge,1,night,0.268,17.9,0.136,0.556,0.77,89.2,0,26.3,35.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007508,Electronic City Toll,15,afternoon,0.418,31.9,0.965,0.79,0.84,83.1,0,71.0,50.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007509,Koramangala Sony World Jn,9,morning_peak,0.956,5.0,0.396,0.44,0.84,92.8,0,44.8,76.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007510,Koramangala Sony World Jn,3,night,0.295,21.9,0.516,0.261,0.73,82.8,0,36.9,38.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007511,KR Puram Hanging Bridge,10,morning_peak,0.74,8.5,0.866,0.405,0.63,93.2,0,63.9,74.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007512,MG Road Brigade Jn,14,afternoon,0.619,13.4,0.142,0.344,0.81,92.1,0,26.2,51.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007513,Bellandur EcoSpace,18,evening_peak,0.939,6.2,0.534,0.254,0.65,97.8,0,48.0,76.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007514,MG Road Brigade Jn,14,afternoon,0.48,15.7,0.626,0.233,0.92,89.0,0,42.0,52.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007515,Indiranagar 100ft Road,17,evening_peak,0.418,22.0,0.874,0.603,0.77,82.2,0,63.0,53.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007516,Electronic City Toll,4,night,0.953,13.3,0.13,0.554,0.88,89.1,0,35.2,66.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007517,Marathahalli Bridge,20,evening_peak,0.381,18.3,0.05,0.171,0.77,86.7,0,14.5,34.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007518,Silk Board Junction,12,afternoon,0.25,14.2,0.93,0.604,0.57,91.1,0,65.0,54.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007519,Outer Ring Road Sarjapur Jn,15,afternoon,0.466,11.8,0.025,0.105,0.67,91.6,0,14.0,41.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007520,Koramangala Sony World Jn,6,night,0.545,15.0,0.535,0.354,0.74,85.7,0,43.7,54.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007521,Hebbal Flyover,4,night,0.492,18.5,0.909,0.532,0.77,88.7,0,63.9,59.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007522,Whitefield ITPL Main Gate,16,afternoon,0.808,9.7,0.436,0.377,0.68,91.2,0,44.4,67.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007523,Indiranagar 100ft Road,14,afternoon,0.924,9.5,0.787,0.863,0.88,88.1,0,72.0,84.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007524,Whitefield ITPL Main Gate,9,morning_peak,0.815,10.3,0.233,0.78,0.77,89.9,0,44.5,67.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007525,Bellandur EcoSpace,22,night,0.711,9.2,0.431,0.403,0.72,96.7,0,42.9,64.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007526,Marathahalli Bridge,4,night,0.925,6.1,0.935,0.209,0.74,96.8,0,63.8,83.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-007527,Koramangala Sony World Jn,1,night,0.823,7.6,0.716,0.067,0.79,90.9,0,48.3,72.2,SYNTHETIC MULTIMODAL SIMULATION
