emergency_event_id,vehicle_id,emergency_vehicle_type,distance_to_dest_km,traffic_density,signal_count,current_speed_kmh,baseline_eta_minutes,target_optimized_eta_minutes,emergency_delay_minutes,recommended_priority,green_corridor_required,data_tag
EMG-EVT-006049,AMB-15,AMBULANCE,13.1,0.79,23,28.4,55.3,16.6,38.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006050,AMB-12,AMBULANCE,14.9,0.47,26,39.7,53.7,18.9,34.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006051,AMB-13,AMBULANCE,1.6,0.81,5,28.1,9.4,2.2,7.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006052,AMB-18,AMBULANCE,12.9,0.84,25,17.2,75.0,16.6,58.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006053,AMB-07,AMBULANCE,12.1,0.61,22,38.0,45.5,15.4,30.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006054,AMB-16,AMBULANCE,2.9,0.82,6,27.2,13.6,3.8,9.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006055,AMB-10,AMBULANCE,11.6,0.38,21,52.2,38.5,14.8,23.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006056,AMB-20,AMBULANCE,7.2,0.47,12,41.8,24.7,9.1,15.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006057,AMB-19,AMBULANCE,4.8,0.66,11,36.1,21.2,6.3,14.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006058,AMB-16,AMBULANCE,16.0,0.95,29,15.7,95.9,20.4,75.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006059,AMB-14,AMBULANCE,7.6,0.94,13,14.0,48.2,9.6,38.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006060,AMB-03,AMBULANCE,11.4,0.23,21,56.7,37.3,14.5,22.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006061,FIRE-09,FIRE_TRUCK,9.9,0.75,17,28.0,41.6,12.5,29.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006062,FIRE-02,FIRE_TRUCK,8.9,0.22,16,58.1,28.4,11.3,17.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006063,AMB-14,AMBULANCE,13.6,0.81,24,19.5,70.6,17.2,53.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006064,AMB-09,AMBULANCE,9.5,0.91,19,19.9,51.4,12.3,39.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006065,AMB-01,AMBULANCE,7.0,0.59,14,35.6,28.6,9.0,19.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006066,POL-02,POLICE,4.8,0.64,9,30.2,20.3,6.1,14.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006067,FIRE-01,FIRE_TRUCK,13.4,0.54,24,44.3,46.9,17.0,29.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006068,AMB-08,AMBULANCE,3.1,0.39,6,47.7,11.1,4.0,7.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006069,POL-07,POLICE,12.2,0.88,23,20.6,63.1,15.6,47.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006070,AMB-16,AMBULANCE,10.1,0.89,20,20.2,54.0,13.0,41.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006071,POL-02,POLICE,10.6,0.64,20,30.7,44.7,13.6,31.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006072,POL-06,POLICE,14.2,0.24,27,59.2,46.8,18.2,28.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006073,AMB-12,AMBULANCE,12.3,0.71,23,30.3,52.0,15.7,36.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006074,AMB-04,AMBULANCE,3.4,0.94,9,14.6,24.8,4.6,20.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006075,AMB-09,AMBULANCE,8.2,0.51,14,39.1,29.4,10.3,19.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006076,POL-09,POLICE,5.7,0.35,10,49.4,18.9,7.2,11.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006077,AMB-04,AMBULANCE,4.6,0.94,10,16.3,28.9,6.0,22.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006078,AMB-20,AMBULANCE,3.9,0.75,8,29.1,17.6,5.1,12.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006079,POL-06,POLICE,12.2,0.51,23,39.0,46.4,15.6,30.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006080,AMB-03,AMBULANCE,5.3,0.31,10,50.9,18.2,6.8,11.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006081,AMB-17,AMBULANCE,16.0,0.75,28,29.1,66.6,20.3,46.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006082,AMB-07,AMBULANCE,13.1,0.65,24,35.5,50.9,16.7,34.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006083,AMB-02,AMBULANCE,2.3,0.94,6,12.1,18.6,3.1,15.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006084,AMB-07,AMBULANCE,15.7,0.81,29,27.1,69.6,20.0,49.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006085,AMB-20,AMBULANCE,14.8,0.75,27,30.7,61.3,18.8,42.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006086,FIRE-02,FIRE_TRUCK,11.5,0.37,23,53.6,40.5,14.8,25.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006087,POL-01,POLICE,1.6,0.83,4,23.8,8.8,2.1,6.7,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006088,FIRE-02,FIRE_TRUCK,15.5,0.4,30,51.5,54.1,19.9,34.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006089,POL-08,POLICE,4.2,0.48,9,38.5,17.3,5.5,11.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006090,FIRE-09,FIRE_TRUCK,8.8,0.47,15,47.5,29.1,11.1,18.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006091,POL-05,POLICE,8.9,0.69,18,33.1,37.7,11.5,26.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006092,AMB-10,AMBULANCE,1.7,0.55,5,41.8,8.4,2.4,6.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006093,POL-09,POLICE,9.1,0.44,16,45.9,31.1,11.5,19.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006094,AMB-12,AMBULANCE,14.6,0.91,26,14.2,92.9,18.5,74.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006095,AMB-07,AMBULANCE,11.1,0.51,22,45.0,41.2,14.3,26.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006096,AMB-05,AMBULANCE,7.9,0.8,17,19.8,44.3,10.3,34.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006097,FIRE-04,FIRE_TRUCK,12.6,0.6,25,35.2,51.5,16.2,35.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006098,POL-10,POLICE,3.7,0.36,6,48.2,11.8,4.6,7.2,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006099,AMB-09,AMBULANCE,15.7,0.37,28,47.6,53.4,19.9,33.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006100,AMB-01,AMBULANCE,12.5,0.9,25,15.6,78.1,16.1,62.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006101,AMB-05,AMBULANCE,1.7,0.36,3,52.2,5.6,2.2,3.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006102,AMB-03,AMBULANCE,10.0,0.92,19,20.8,51.6,12.8,38.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006103,AMB-05,AMBULANCE,14.1,0.5,26,41.8,51.4,18.0,33.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006104,POL-09,POLICE,8.6,0.75,18,27.5,40.4,11.2,29.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006105,AMB-11,AMBULANCE,4.8,0.86,8,22.3,22.5,6.0,16.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006106,AMB-07,AMBULANCE,9.6,0.48,18,41.8,35.4,12.3,23.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006107,AMB-09,AMBULANCE,14.6,0.28,26,55.2,47.1,18.5,28.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006108,AMB-09,AMBULANCE,7.0,0.91,14,17.6,40.7,9.0,31.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006109,AMB-08,AMBULANCE,8.8,0.52,18,43.8,33.7,11.4,22.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006110,FIRE-04,FIRE_TRUCK,4.7,0.69,11,30.2,22.5,6.2,16.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006111,POL-02,POLICE,5.9,0.7,11,34.7,23.4,7.5,15.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006112,AMB-09,AMBULANCE,14.6,0.84,27,22.1,72.0,18.6,53.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006113,AMB-14,AMBULANCE,3.9,0.65,10,32.0,19.3,5.3,14.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006114,FIRE-02,FIRE_TRUCK,2.7,0.45,6,43.9,10.9,3.5,7.4,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006115,AMB-03,AMBULANCE,6.8,0.84,15,25.5,34.0,8.9,25.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006116,AMB-07,AMBULANCE,14.0,0.49,27,42.3,52.3,18.0,34.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006117,POL-02,POLICE,8.4,0.3,17,57.8,29.1,10.9,18.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006118,AMB-10,AMBULANCE,14.0,0.7,25,28.6,59.4,17.8,41.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006119,AMB-16,AMBULANCE,14.7,0.46,29,42.9,55.4,18.9,36.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006120,AMB-09,AMBULANCE,5.3,0.59,9,33.1,20.4,6.7,13.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006121,AMB-04,AMBULANCE,16.0,0.3,31,57.6,53.9,20.6,33.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006122,POL-06,POLICE,9.0,0.73,19,27.5,42.4,11.7,30.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006123,AMB-11,AMBULANCE,2.1,0.6,6,31.3,11.2,2.9,8.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006124,AMB-08,AMBULANCE,5.3,0.31,10,49.9,18.4,6.8,11.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006125,POL-02,POLICE,4.3,0.73,7,26.6,18.1,5.4,12.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006126,AMB-16,AMBULANCE,4.5,0.32,9,57.3,15.5,5.8,9.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006127,AMB-10,AMBULANCE,5.6,0.82,11,19.7,30.3,7.2,23.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006128,AMB-14,AMBULANCE,9.8,0.53,19,36.3,39.0,12.6,26.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006129,AMB-19,AMBULANCE,12.9,0.39,25,44.0,47.6,16.6,31.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006130,POL-04,POLICE,6.0,0.52,11,36.7,23.0,7.6,15.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006131,AMB-16,AMBULANCE,4.0,0.98,7,17.1,22.4,5.1,17.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006132,AMB-10,AMBULANCE,5.1,0.3,9,56.5,16.2,6.5,9.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006133,AMB-13,AMBULANCE,15.6,0.94,31,11.4,119.3,20.1,99.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006134,POL-01,POLICE,5.9,0.84,11,23.4,28.3,7.5,20.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006135,FIRE-10,FIRE_TRUCK,13.7,0.37,25,51.4,46.0,17.4,28.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006136,FIRE-01,FIRE_TRUCK,11.7,0.67,22,28.0,51.5,15.0,36.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006137,POL-05,POLICE,10.7,0.72,21,25.2,50.7,13.8,36.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006138,AMB-04,AMBULANCE,2.9,0.65,6,32.8,12.5,3.8,8.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006139,AMB-13,AMBULANCE,5.3,0.36,11,51.6,19.4,6.9,12.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006140,FIRE-06,FIRE_TRUCK,12.6,0.7,25,30.9,54.5,16.2,38.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006141,AMB-11,AMBULANCE,1.6,0.82,3,24.9,7.5,2.0,5.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006142,AMB-16,AMBULANCE,11.5,0.75,20,22.9,54.1,14.5,39.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006143,AMB-13,AMBULANCE,6.1,0.95,13,14.2,41.4,8.0,33.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006144,AMB-13,AMBULANCE,15.2,0.38,28,47.0,53.0,19.4,33.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006145,FIRE-05,FIRE_TRUCK,6.3,0.4,13,52.0,22.9,8.2,14.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006146,AMB-08,AMBULANCE,5.2,0.61,9,36.2,19.4,6.6,12.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006147,FIRE-05,FIRE_TRUCK,3.9,0.31,7,49.2,13.2,5.0,8.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006148,POL-01,POLICE,4.8,0.42,8,48.4,15.6,6.0,9.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006149,AMB-09,AMBULANCE,14.9,0.62,27,36.7,56.8,19.0,37.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006150,FIRE-09,FIRE_TRUCK,10.1,0.8,18,24.3,46.5,12.8,33.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006151,FIRE-07,FIRE_TRUCK,11.6,0.2,20,57.5,36.1,14.7,21.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006152,FIRE-10,FIRE_TRUCK,9.2,0.21,16,63.8,27.9,11.6,16.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006153,AMB-05,AMBULANCE,15.5,0.87,30,19.2,84.4,19.9,64.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006154,FIRE-01,FIRE_TRUCK,8.4,0.94,17,12.7,60.1,10.9,49.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006155,AMB-07,AMBULANCE,2.7,0.33,4,47.9,8.2,3.3,4.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006156,POL-07,POLICE,6.4,0.76,14,29.4,29.9,8.4,21.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006157,AMB-02,AMBULANCE,2.5,0.64,6,28.9,12.4,3.3,9.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006158,AMB-08,AMBULANCE,5.9,0.25,11,59.3,19.2,7.5,11.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006159,AMB-20,AMBULANCE,8.1,0.75,14,28.9,33.6,10.2,23.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006160,AMB-15,AMBULANCE,12.8,0.7,24,34.8,50.9,16.4,34.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006161,AMB-20,AMBULANCE,14.7,0.23,26,58.3,46.3,18.6,27.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006162,AMB-16,AMBULANCE,15.6,0.9,28,17.9,85.9,19.8,66.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006163,AMB-09,AMBULANCE,6.5,0.74,11,22.7,30.4,8.2,22.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006164,FIRE-10,FIRE_TRUCK,5.4,0.94,10,13.3,36.4,6.9,29.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006165,POL-03,POLICE,10.9,0.75,20,22.4,53.2,13.9,39.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006166,AMB-16,AMBULANCE,15.8,0.21,29,62.1,50.1,20.1,30.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006167,AMB-04,AMBULANCE,6.3,0.94,14,12.5,47.0,8.3,38.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006168,FIRE-06,FIRE_TRUCK,14.9,0.84,27,23.2,70.9,19.0,51.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006169,FIRE-08,FIRE_TRUCK,9.1,0.45,17,45.3,32.5,11.6,20.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006170,AMB-07,AMBULANCE,11.6,0.53,20,39.8,41.5,14.7,26.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006171,AMB-01,AMBULANCE,15.8,0.89,28,15.4,95.2,20.0,75.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006172,FIRE-09,FIRE_TRUCK,12.7,0.43,22,51.2,41.3,16.1,25.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006173,AMB-06,AMBULANCE,11.3,0.48,21,41.5,41.5,14.4,27.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006174,FIRE-03,FIRE_TRUCK,11.7,0.77,23,24.4,56.4,15.1,41.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006175,POL-08,POLICE,3.7,0.56,9,36.4,16.9,4.9,12.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006176,FIRE-10,FIRE_TRUCK,7.3,0.89,14,23.4,35.5,9.4,26.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006177,FIRE-04,FIRE_TRUCK,14.4,0.95,27,11.8,105.6,18.4,87.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006178,AMB-08,AMBULANCE,4.7,0.54,10,37.7,19.5,6.1,13.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006179,AMB-17,AMBULANCE,4.7,0.68,8,34.6,17.8,5.9,11.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006180,AMB-08,AMBULANCE,5.4,0.68,9,29.3,21.9,6.8,15.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006181,AMB-17,AMBULANCE,10.8,0.34,20,52.9,36.2,13.8,22.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006182,AMB-10,AMBULANCE,5.3,0.64,10,35.6,20.9,6.8,14.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006183,POL-09,POLICE,2.4,0.59,5,32.3,10.5,3.1,7.4,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006184,AMB-15,AMBULANCE,8.4,0.63,15,29.3,35.2,10.7,24.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006185,AMB-13,AMBULANCE,9.2,0.83,18,22.6,46.0,11.8,34.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006186,AMB-01,AMBULANCE,2.5,0.38,6,45.7,10.5,3.3,7.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006187,AMB-05,AMBULANCE,3.2,0.53,5,37.9,11.1,4.0,7.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006188,AMB-12,AMBULANCE,5.5,0.24,11,61.6,18.6,7.1,11.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006189,FIRE-08,FIRE_TRUCK,2.2,0.67,6,27.9,11.9,3.0,8.9,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006190,FIRE-02,FIRE_TRUCK,2.4,0.7,6,34.2,11.4,3.2,8.2,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006191,AMB-02,AMBULANCE,6.0,0.72,11,28.0,26.1,7.6,18.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006192,AMB-08,AMBULANCE,7.9,0.87,17,14.8,52.4,10.3,42.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006193,AMB-15,AMBULANCE,6.2,0.36,14,49.1,24.4,8.2,16.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006194,POL-05,POLICE,6.6,0.41,14,43.9,25.8,8.6,17.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006195,AMB-13,AMBULANCE,13.3,0.9,24,17.6,74.1,16.9,57.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006196,POL-08,POLICE,8.2,0.29,16,49.8,29.1,10.5,18.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006197,AMB-07,AMBULANCE,5.9,0.54,10,37.8,21.4,7.4,14.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006198,FIRE-03,FIRE_TRUCK,3.9,0.7,10,32.7,19.2,5.3,13.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006199,AMB-05,AMBULANCE,14.1,0.44,27,41.8,52.6,18.1,34.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006200,AMB-05,AMBULANCE,7.6,0.67,14,32.3,30.9,9.7,21.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006201,FIRE-07,FIRE_TRUCK,8.9,0.3,18,49.5,32.4,11.5,20.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006202,AMB-03,AMBULANCE,6.1,0.48,11,44.3,21.5,7.8,13.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006203,AMB-01,AMBULANCE,10.4,0.52,20,42.5,38.7,13.3,25.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006204,AMB-17,AMBULANCE,4.6,0.34,8,48.8,15.3,5.8,9.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006205,AMB-08,AMBULANCE,8.7,0.22,18,62.0,30.0,11.3,18.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006206,POL-08,POLICE,7.4,0.84,15,23.7,36.7,9.6,27.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006207,AMB-10,AMBULANCE,13.5,0.48,27,39.1,53.1,17.4,35.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006208,AMB-02,AMBULANCE,4.4,0.81,9,26.8,20.7,5.7,15.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006209,AMB-17,AMBULANCE,8.1,0.49,15,45.1,28.8,10.3,18.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006210,AMB-07,AMBULANCE,10.9,0.38,22,46.8,40.4,14.1,26.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006211,AMB-19,AMBULANCE,2.8,0.49,7,40.2,12.6,3.8,8.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006212,AMB-19,AMBULANCE,2.5,0.84,6,22.0,14.0,3.3,10.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006213,AMB-15,AMBULANCE,12.5,0.75,24,29.2,54.5,16.0,38.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006214,AMB-11,AMBULANCE,3.6,0.7,8,28.1,17.3,4.7,12.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006215,AMB-11,AMBULANCE,15.0,0.8,27,24.6,69.0,19.1,49.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006216,POL-01,POLICE,12.0,0.89,24,15.6,75.0,15.5,59.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006217,FIRE-10,FIRE_TRUCK,13.7,0.52,25,45.6,48.0,17.4,30.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006218,AMB-13,AMBULANCE,2.9,0.96,6,13.7,19.9,3.8,16.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006219,AMB-02,AMBULANCE,11.8,0.37,23,48.4,42.2,15.2,27.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006220,AMB-11,AMBULANCE,4.0,0.69,9,26.7,19.8,5.3,14.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006221,FIRE-09,FIRE_TRUCK,7.3,0.75,16,28.6,34.5,9.6,24.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006222,AMB-10,AMBULANCE,3.7,0.38,6,46.4,12.0,4.6,7.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-006223,FIRE-08,FIRE_TRUCK,14.6,0.53,28,38.5,56.4,18.7,37.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
