message_id,sender_vehicle_id,sender_type,receiver_vehicle_id,distance_m,sender_speed_kmh,receiver_speed_kmh,relative_speed_kmh,acceleration_mps2,deceleration_mps2,heading_difference_deg,braking_status,communication_mode,latency_ms,packet_loss_rate,signal_strength_dbm,hazard_type,time_to_collision_sec,collision_probability,warning_required,v2v_risk_level,data_source
V2V-MSG-005798,VEH-050,MOTORBIKE,VEH-295,129.7,26.1,4.0,22.1,0.58,0.0,56.9,NORMAL,DSRC,5.77,0.022,-65.4,NORMAL_DRIVING,21.13,0.015,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005799,VEH-076,TRUCK,VEH-281,215.5,37.2,24.6,12.6,-13.86,13.86,11.0,CRASH_STOP,DSRC,7.0,0.036,-81.5,ACCIDENT,61.57,0.933,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005800,VEH-128,MOTORBIKE,VEH-223,204.8,36.5,29.1,7.4,-6.04,6.04,29.3,HARD_BRAKING,DSRC,6.16,0.038,-78.8,SUDDEN_BRAKING,99.0,0.047,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005801,VEH-094,SUV,VEH-270,140.8,37.2,18.0,19.2,-1.7,1.7,1.8,LIGHT_BRAKING,DSRC,3.21,0.019,-64.9,EMERGENCY_VEHICLE,26.4,0.039,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005802,VEH-128,MOTORBIKE,VEH-185,294.4,74.6,92.3,-17.7,-1.23,1.23,33.0,LIGHT_BRAKING,C-V2V,27.94,0.031,-72.4,NORMAL_DRIVING,99.0,0.111,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005803,VEH-150,BUS,VEH-236,32.6,41.0,33.0,8.0,-1.14,1.14,15.9,LIGHT_BRAKING,DSRC,7.68,0.012,-45.7,NORMAL_DRIVING,14.67,0.107,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005804,AMB-07,AMBULANCE,VEH-199,200.0,57.5,39.6,17.9,-0.33,0.33,36.7,LIGHT_BRAKING,DSRC,3.65,0.024,-75.7,NORMAL_DRIVING,40.22,0.083,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005805,VEH-050,CAR,VEH-155,222.4,79.1,66.7,12.4,0.29,0.0,46.9,NORMAL,DSRC,7.05,0.039,-82.6,NORMAL_DRIVING,64.57,0.072,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005806,VEH-122,SUV,VEH-185,139.2,20.0,22.9,-2.9,-0.35,0.35,49.2,LIGHT_BRAKING,DSRC,3.0,0.013,-67.0,NORMAL_DRIVING,99.0,0.043,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005807,VEH-033,BUS,VEH-168,198.7,53.6,37.6,16.0,-12.96,12.96,14.2,CRASH_STOP,DSRC,2.28,0.029,-77.5,ACCIDENT,44.71,0.918,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005808,VEH-003,SUV,VEH-253,152.7,66.4,67.1,-0.7,-0.98,0.98,36.8,LIGHT_BRAKING,DSRC,4.24,0.014,-68.3,HAZARD,99.0,0.073,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005809,AMB-07,AMBULANCE,VEH-289,465.6,37.4,16.8,20.6,-1.27,1.27,14.9,LIGHT_BRAKING,C-V2V,48.16,0.017,-76.8,NORMAL_DRIVING,81.37,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005810,VEH-020,MOTORBIKE,VEH-216,556.7,16.1,0.0,16.1,-0.41,0.41,16.5,LIGHT_BRAKING,C-V2V,28.54,0.005,-78.8,NORMAL_DRIVING,99.0,0.124,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005811,VEH-039,MOTORBIKE,VEH-266,140.1,71.8,71.1,0.7,-0.07,0.07,14.4,LIGHT_BRAKING,DSRC,4.17,0.013,-65.4,NORMAL_DRIVING,99.0,0.018,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005812,VEH-112,CAR,VEH-169,225.6,33.5,31.8,1.7,2.15,0.0,6.5,NORMAL,DSRC,7.33,0.036,-78.2,NORMAL_DRIVING,99.0,0.051,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005813,VEH-118,SUV,VEH-267,967.0,20.7,16.1,4.6,-0.38,0.38,37.8,LIGHT_BRAKING,C-V2V,56.89,0.015,-85.4,NORMAL_DRIVING,99.0,0.08,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005814,VEH-100,SUV,VEH-230,249.3,45.4,38.3,7.1,-2.44,2.44,24.2,LIGHT_BRAKING,DSRC,4.72,0.041,-86.0,NORMAL_DRIVING,99.0,0.081,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005815,VEH-141,SUV,VEH-168,171.4,24.3,34.7,-10.4,2.4,0.0,14.3,NORMAL,DSRC,5.51,0.02,-70.3,HAZARD,99.0,0.104,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005816,VEH-098,CAR,VEH-169,194.1,71.0,85.6,-14.6,-7.55,7.55,36.3,HARD_BRAKING,DSRC,4.33,0.025,-75.7,SUDDEN_BRAKING,99.0,0.028,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005817,AMB-07,AMBULANCE,VEH-188,286.1,84.9,84.9,0.0,-8.2,8.2,28.2,HARD_BRAKING,DSRC,2.8,0.059,-94.1,SUDDEN_BRAKING,99.0,0.119,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005818,VEH-067,CAR,VEH-252,376.7,34.8,51.0,-16.2,-0.06,0.06,34.1,LIGHT_BRAKING,C-V2V,53.25,0.033,-71.3,NORMAL_DRIVING,99.0,0.035,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005819,VEH-122,MOTORBIKE,VEH-210,978.3,60.9,69.5,-8.6,-7.25,7.25,15.6,HARD_BRAKING,C-V2V,23.06,0.025,-89.8,SUDDEN_BRAKING,99.0,0.038,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005820,VEH-014,TRUCK,VEH-184,198.4,58.5,76.1,-17.6,-6.27,6.27,1.8,HARD_BRAKING,DSRC,3.65,0.03,-77.6,SUDDEN_BRAKING,99.0,0.038,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005821,VEH-051,SUV,VEH-238,676.0,43.0,24.2,18.8,-6.47,6.47,2.2,HARD_BRAKING,C-V2V,45.96,0.009,-83.1,SUDDEN_BRAKING,99.0,0.081,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005822,VEH-111,TRUCK,VEH-189,276.6,42.5,17.8,24.7,2.08,0.0,39.8,NORMAL,DSRC,5.94,0.057,-87.8,NORMAL_DRIVING,40.31,0.04,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005823,VEH-085,SUV,VEH-207,48.4,19.3,16.2,3.1,-1.14,1.14,20.5,LIGHT_BRAKING,DSRC,8.47,0.009,-48.1,NORMAL_DRIVING,56.21,0.084,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005824,VEH-109,CAR,VEH-282,138.5,22.5,5.7,16.8,-1.68,1.68,6.2,LIGHT_BRAKING,C-V2V,43.2,0.025,-61.6,NORMAL_DRIVING,29.68,0.091,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005825,AMB-07,AMBULANCE,VEH-278,238.9,82.4,79.1,3.3,0.18,0.0,4.4,NORMAL,C-V2V,54.58,0.027,-67.0,NORMAL_DRIVING,99.0,0.102,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005826,VEH-142,TRUCK,VEH-205,204.7,19.6,30.4,-10.8,2.29,0.0,39.3,NORMAL,C-V2V,29.83,0.029,-67.9,EMERGENCY_VEHICLE,99.0,0.091,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005827,VEH-128,MOTORBIKE,VEH-193,290.0,79.4,91.0,-11.6,-1.14,1.14,31.2,LIGHT_BRAKING,DSRC,8.36,0.058,-90.9,NORMAL_DRIVING,99.0,0.057,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005828,VEH-035,AMBULANCE,VEH-216,78.4,33.1,20.7,12.4,0.99,0.0,11.8,NORMAL,DSRC,7.74,0.011,-53.0,NORMAL_DRIVING,22.76,0.121,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005829,VEH-015,MOTORBIKE,VEH-188,267.5,50.9,48.6,2.3,-8.04,8.04,35.4,HARD_BRAKING,C-V2V,57.46,0.031,-65.4,SUDDEN_BRAKING,99.0,0.088,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005830,VEH-029,SUV,VEH-198,165.3,69.6,65.4,4.2,-10.21,10.21,6.4,CRASH_STOP,DSRC,4.23,0.029,-71.2,ACCIDENT,99.0,0.968,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005831,VEH-045,CAR,VEH-180,443.8,54.9,65.3,-10.4,-0.88,0.88,53.2,LIGHT_BRAKING,C-V2V,44.6,0.009,-74.1,NORMAL_DRIVING,99.0,0.146,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005832,VEH-022,AMBULANCE,VEH-179,91.2,64.4,51.8,12.6,0.22,0.0,33.7,NORMAL,DSRC,5.51,0.017,-57.1,NORMAL_DRIVING,26.06,0.135,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005833,VEH-073,CAR,VEH-245,15.5,41.1,49.2,-8.1,1.76,0.0,24.3,NORMAL,DSRC,3.19,0.01,-40.1,NORMAL_DRIVING,99.0,0.039,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005834,VEH-066,CAR,VEH-222,231.0,42.5,30.5,12.0,-7.96,7.96,7.0,HARD_BRAKING,DSRC,3.81,0.044,-81.3,SUDDEN_BRAKING,69.3,0.047,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005835,VEH-109,TRUCK,VEH-240,196.7,62.8,43.2,19.6,-0.38,0.38,20.5,LIGHT_BRAKING,DSRC,8.42,0.029,-73.8,EMERGENCY_VEHICLE,36.13,0.016,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005836,VEH-038,BUS,VEH-158,401.4,55.9,50.3,5.6,-2.26,2.26,50.2,LIGHT_BRAKING,C-V2V,53.33,0.029,-70.3,NORMAL_DRIVING,99.0,0.15,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005837,VEH-006,BUS,VEH-176,60.5,22.4,39.2,-16.8,-1.41,1.41,8.3,LIGHT_BRAKING,DSRC,5.68,0.016,-51.7,NORMAL_DRIVING,99.0,0.123,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005838,VEH-106,BUS,VEH-206,78.8,82.8,85.7,-2.9,-7.2,7.2,5.0,HARD_BRAKING,DSRC,6.3,0.01,-56.4,SUDDEN_BRAKING,99.0,0.35,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005839,VEH-109,MOTORBIKE,VEH-220,91.6,57.6,59.6,-2.0,-7.34,7.34,15.7,HARD_BRAKING,DSRC,2.06,0.012,-58.3,SUDDEN_BRAKING,99.0,0.095,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005840,VEH-141,CAR,VEH-224,943.2,30.3,40.6,-10.3,1.29,0.0,43.7,NORMAL,C-V2V,42.51,0.006,-84.7,NORMAL_DRIVING,99.0,0.142,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005841,VEH-032,CAR,VEH-168,348.9,77.8,73.4,4.4,0.07,0.0,18.7,NORMAL,C-V2V,47.4,0.017,-71.9,NORMAL_DRIVING,99.0,0.105,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005842,VEH-020,TRUCK,VEH-156,1036.1,62.0,55.9,6.1,-0.72,0.72,19.2,LIGHT_BRAKING,C-V2V,47.76,0.035,-88.5,NORMAL_DRIVING,99.0,0.123,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005843,VEH-128,BUS,VEH-209,225.5,72.2,67.6,4.6,1.99,0.0,35.1,NORMAL,DSRC,8.38,0.033,-83.6,NORMAL_DRIVING,99.0,0.028,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005844,VEH-108,TRUCK,VEH-225,64.8,65.0,44.6,20.4,1.03,0.0,29.8,NORMAL,DSRC,5.18,0.004,-51.2,EMERGENCY_VEHICLE,11.44,0.088,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005845,VEH-053,CAR,VEH-243,237.9,25.0,12.0,13.0,-0.27,0.27,46.4,LIGHT_BRAKING,DSRC,5.37,0.036,-82.0,NORMAL_DRIVING,65.88,0.031,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005846,VEH-120,AMBULANCE,VEH-272,658.1,26.8,15.8,11.0,-0.11,0.11,10.6,LIGHT_BRAKING,C-V2V,53.1,0.022,-78.6,PEDESTRIAN_CONFLICT,99.0,0.078,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005847,VEH-051,CAR,VEH-198,70.7,79.6,73.5,6.1,1.32,0.0,29.1,NORMAL,C-V2V,54.38,0.029,-58.9,NORMAL_DRIVING,41.72,0.033,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005848,VEH-114,BUS,VEH-160,18.2,68.5,56.7,11.8,-1.18,1.18,44.6,LIGHT_BRAKING,DSRC,4.36,0.003,-45.7,NORMAL_DRIVING,5.55,0.614,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005849,VEH-009,CAR,VEH-297,38.4,63.0,51.2,11.8,-2.47,2.47,10.0,LIGHT_BRAKING,DSRC,3.27,0.014,-48.1,NORMAL_DRIVING,11.72,0.058,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005850,AMB-07,AMBULANCE,VEH-256,165.2,65.3,46.0,19.3,-0.14,0.14,11.2,LIGHT_BRAKING,DSRC,3.69,0.018,-68.6,HAZARD,30.81,0.042,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005851,VEH-132,TRUCK,VEH-264,110.4,76.6,92.1,-15.5,-1.3,1.3,44.4,LIGHT_BRAKING,DSRC,6.44,0.009,-59.4,HAZARD,99.0,0.072,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005852,VEH-061,MOTORBIKE,VEH-219,981.3,20.6,17.5,3.1,-0.07,0.07,13.8,LIGHT_BRAKING,C-V2V,40.83,0.005,-92.2,EMERGENCY_VEHICLE,99.0,0.064,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005853,VEH-132,TRUCK,VEH-193,240.6,26.1,7.4,18.7,1.67,0.0,36.7,NORMAL,DSRC,2.13,0.036,-83.4,PEDESTRIAN_CONFLICT,46.32,0.098,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005854,VEH-034,SUV,VEH-250,41.7,44.7,42.0,2.7,2.48,0.0,60.6,NORMAL,DSRC,8.2,0.01,-44.5,NORMAL_DRIVING,55.6,0.12,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005855,VEH-119,AMBULANCE,VEH-224,14.1,26.0,18.6,7.4,-0.83,0.83,62.1,LIGHT_BRAKING,DSRC,6.34,0.002,-44.7,NORMAL_DRIVING,6.86,0.118,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005856,VEH-045,BUS,VEH-152,1064.7,44.4,43.1,1.3,-10.93,10.93,17.8,CRASH_STOP,C-V2V,31.65,0.03,-92.6,ACCIDENT,99.0,0.955,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005857,VEH-101,TRUCK,VEH-182,198.2,81.9,95.2,-13.3,-8.23,8.23,0.7,HARD_BRAKING,C-V2V,62.12,0.008,-65.0,SUDDEN_BRAKING,99.0,0.114,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005858,VEH-090,TRUCK,VEH-265,732.7,75.7,94.6,-18.9,1.42,0.0,10.3,NORMAL,C-V2V,59.99,0.029,-84.7,NORMAL_DRIVING,99.0,0.086,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005859,VEH-013,MOTORBIKE,VEH-270,1043.5,39.2,28.4,10.8,0.61,0.0,18.0,NORMAL,C-V2V,64.26,0.029,-88.9,EMERGENCY_VEHICLE,99.0,0.075,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005860,VEH-012,CAR,VEH-216,302.5,15.6,18.6,-3.0,-8.8,8.8,30.3,CRASH_STOP,C-V2V,52.94,0.014,-66.6,ACCIDENT,99.0,0.969,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005861,VEH-094,CAR,VEH-227,282.1,27.3,3.6,23.7,1.35,0.0,4.8,NORMAL,DSRC,4.74,0.049,-90.2,PEDESTRIAN_CONFLICT,42.85,0.072,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005862,VEH-120,TRUCK,VEH-181,629.1,36.6,32.7,3.9,-1.6,1.6,1.1,LIGHT_BRAKING,C-V2V,31.02,0.033,-81.0,NORMAL_DRIVING,99.0,0.035,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005863,VEH-008,BUS,VEH-266,987.4,57.0,51.0,6.0,-1.27,1.27,19.9,LIGHT_BRAKING,C-V2V,44.32,0.031,-91.2,NORMAL_DRIVING,99.0,0.133,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005864,VEH-046,TRUCK,VEH-275,149.9,63.9,63.5,0.4,-5.54,5.54,11.1,HARD_BRAKING,DSRC,7.23,0.02,-66.2,SUDDEN_BRAKING,99.0,0.136,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005865,VEH-072,SUV,VEH-240,259.4,81.8,100.1,-18.3,-0.14,0.14,50.1,LIGHT_BRAKING,DSRC,6.71,0.052,-88.3,EMERGENCY_VEHICLE,99.0,0.06,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005866,VEH-128,SUV,VEH-231,56.2,41.4,29.4,12.0,1.07,0.0,24.7,NORMAL,DSRC,3.29,0.01,-47.1,NORMAL_DRIVING,16.86,0.029,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005867,VEH-132,TRUCK,VEH-192,105.0,67.9,60.1,7.8,-1.17,1.17,7.1,LIGHT_BRAKING,DSRC,5.83,0.02,-58.2,NORMAL_DRIVING,48.46,0.058,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005868,VEH-069,CAR,VEH-269,742.1,54.2,67.7,-13.5,0.27,0.0,34.5,NORMAL,C-V2V,43.51,0.014,-78.4,NORMAL_DRIVING,99.0,0.036,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005869,VEH-145,AMBULANCE,VEH-231,837.0,38.7,41.6,-2.9,-2.49,2.49,9.0,LIGHT_BRAKING,C-V2V,36.01,0.03,-88.9,NORMAL_DRIVING,99.0,0.097,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005870,VEH-052,TRUCK,VEH-216,185.9,48.2,59.1,-10.9,1.41,0.0,6.8,NORMAL,DSRC,6.01,0.032,-74.9,NORMAL_DRIVING,99.0,0.095,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005871,VEH-070,BUS,VEH-287,233.6,44.8,39.1,5.7,-0.49,0.49,63.0,LIGHT_BRAKING,DSRC,6.55,0.043,-79.3,NORMAL_DRIVING,99.0,0.105,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005872,VEH-096,MOTORBIKE,VEH-290,126.8,23.9,4.1,19.8,-1.73,1.73,30.3,LIGHT_BRAKING,DSRC,6.04,0.023,-63.5,NORMAL_DRIVING,23.05,0.021,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005873,VEH-119,SUV,VEH-177,166.8,50.3,32.1,18.2,-0.38,0.38,17.1,LIGHT_BRAKING,DSRC,6.08,0.019,-67.9,HAZARD,32.99,0.063,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005874,VEH-148,MOTORBIKE,VEH-191,94.1,37.9,24.0,13.9,1.81,0.0,24.7,NORMAL,DSRC,6.84,0.015,-59.6,NORMAL_DRIVING,24.37,0.077,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005875,VEH-148,BUS,VEH-180,129.5,81.1,75.0,6.1,2.41,0.0,33.0,NORMAL,DSRC,4.3,0.022,-62.4,NORMAL_DRIVING,76.43,0.14,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005876,VEH-118,TRUCK,VEH-198,211.3,21.0,14.2,6.8,0.17,0.0,6.2,NORMAL,DSRC,2.68,0.04,-76.6,PEDESTRIAN_CONFLICT,99.0,0.029,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005877,VEH-109,SUV,VEH-205,29.7,32.4,49.3,-16.9,-1.33,1.33,18.6,LIGHT_BRAKING,DSRC,5.52,0.014,-46.3,HAZARD,99.0,0.107,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005878,VEH-012,TRUCK,VEH-268,179.2,81.8,67.3,14.5,-0.16,0.16,16.6,LIGHT_BRAKING,DSRC,7.49,0.026,-71.1,NORMAL_DRIVING,44.49,0.125,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005879,VEH-128,AMBULANCE,VEH-263,231.6,41.1,31.3,9.8,-1.1,1.1,21.1,LIGHT_BRAKING,C-V2V,37.92,0.035,-68.9,NORMAL_DRIVING,85.08,0.036,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005880,VEH-125,SUV,VEH-200,132.5,45.8,46.4,-0.6,-1.68,1.68,22.9,LIGHT_BRAKING,DSRC,6.89,0.023,-61.9,NORMAL_DRIVING,99.0,0.094,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005881,VEH-111,BUS,VEH-271,46.9,80.2,65.8,14.4,-0.21,0.21,23.9,LIGHT_BRAKING,DSRC,4.12,0.007,-50.0,HAZARD,11.72,0.12,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005882,VEH-003,CAR,VEH-263,278.3,31.5,26.3,5.2,-1.95,1.95,30.6,LIGHT_BRAKING,C-V2V,32.18,0.03,-65.9,NORMAL_DRIVING,99.0,0.091,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005883,VEH-137,SUV,VEH-297,22.7,39.1,33.7,5.4,-1.59,1.59,14.6,LIGHT_BRAKING,DSRC,3.19,0.008,-42.5,NORMAL_DRIVING,15.13,0.135,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005884,VEH-096,CAR,VEH-262,127.4,83.0,96.1,-13.1,-2.48,2.48,26.1,LIGHT_BRAKING,DSRC,2.39,0.013,-64.3,PEDESTRIAN_CONFLICT,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005885,VEH-118,MOTORBIKE,VEH-282,550.1,33.5,19.5,14.0,1.85,0.0,41.3,NORMAL,C-V2V,33.59,0.026,-79.5,NORMAL_DRIVING,99.0,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005886,VEH-127,AMBULANCE,VEH-218,101.7,20.6,20.5,0.1,2.28,0.0,19.5,NORMAL,DSRC,7.83,0.015,-58.5,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005887,VEH-039,CAR,VEH-165,44.3,32.3,50.2,-17.9,-0.68,0.68,57.6,LIGHT_BRAKING,DSRC,3.57,0.009,-47.3,NORMAL_DRIVING,99.0,0.116,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005888,VEH-122,AMBULANCE,VEH-289,1136.1,29.8,39.6,-9.8,-5.95,5.95,2.3,HARD_BRAKING,C-V2V,46.39,0.03,-94.0,SUDDEN_BRAKING,99.0,0.039,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005889,AMB-07,AMBULANCE,VEH-245,176.0,76.3,55.1,21.2,0.4,0.0,21.9,NORMAL,DSRC,8.48,0.028,-71.3,NORMAL_DRIVING,29.89,0.019,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005890,VEH-037,AMBULANCE,VEH-269,597.4,47.3,58.0,-10.7,-9.03,9.03,19.9,HARD_BRAKING,C-V2V,57.3,0.029,-80.6,SUDDEN_BRAKING,99.0,0.128,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005891,VEH-004,AMBULANCE,VEH-285,788.2,44.0,58.9,-14.9,-10.05,10.05,23.9,CRASH_STOP,C-V2V,51.21,0.01,-83.6,ACCIDENT,99.0,0.97,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005892,VEH-119,CAR,VEH-226,152.3,82.6,76.9,5.7,-11.52,11.52,4.3,CRASH_STOP,DSRC,3.46,0.024,-67.0,ACCIDENT,96.19,0.95,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-005893,VEH-148,BUS,VEH-271,86.3,77.8,76.4,1.4,-6.52,6.52,8.0,HARD_BRAKING,DSRC,8.04,0.019,-52.5,SUDDEN_BRAKING,99.0,0.089,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005894,VEH-103,SUV,VEH-248,63.5,52.2,44.2,8.0,-1.17,1.17,12.5,LIGHT_BRAKING,DSRC,7.23,0.007,-49.2,NORMAL_DRIVING,28.57,0.039,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005895,VEH-057,BUS,VEH-257,508.7,63.1,73.2,-10.1,-0.04,0.04,27.7,LIGHT_BRAKING,C-V2V,36.58,0.033,-71.5,NORMAL_DRIVING,99.0,0.067,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005896,VEH-045,TRUCK,VEH-243,147.8,55.3,69.3,-14.0,-0.39,0.39,33.4,LIGHT_BRAKING,C-V2V,60.02,0.007,-66.5,NORMAL_DRIVING,99.0,0.092,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005897,VEH-101,CAR,VEH-282,438.8,53.1,60.0,-6.9,-2.03,2.03,17.1,LIGHT_BRAKING,C-V2V,55.46,0.032,-71.8,NORMAL_DRIVING,99.0,0.041,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005898,VEH-073,SUV,VEH-291,1026.6,80.6,70.6,10.0,0.26,0.0,2.1,NORMAL,C-V2V,49.87,0.006,-92.8,PEDESTRIAN_CONFLICT,99.0,0.02,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005899,VEH-036,MOTORBIKE,VEH-216,712.4,74.5,94.2,-19.7,1.83,0.0,1.4,NORMAL,C-V2V,25.8,0.023,-80.3,NORMAL_DRIVING,99.0,0.125,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-005900,VEH-129,TRUCK,VEH-210,483.6,52.8,59.0,-6.2,-7.27,7.27,5.4,HARD_BRAKING,C-V2V,40.41,0.009,-71.7,SUDDEN_BRAKING,99.0,0.133,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-005901,VEH-052,MOTORBIKE,VEH-295,272.5,52.9,58.9,-6.0,-2.26,2.26,18.7,LIGHT_BRAKING,C-V2V,50.21,0.015,-71.9,NORMAL_DRIVING,99.0,0.086,0,SAFE,SYNTHETIC V2V TELEMETRY
