record_id,timestamp,hour,zone_id,zone_name,lead_deceleration_mps2,approaching_speed_kmh,inter_vehicle_distance_m,time_to_collision_sec,v2v_warning_latency_ms,driver_reaction_time_sec,road_friction_coeff,traffic_density,secondary_collision_risk,reroute_recommended,synthetic_label
SEC-004923,2026-01-25 23:51:00,23,BLR-MGROAD-11,MG Road Brigade Jn,3.22,47.2,128.7,9.82,10.98,1.1,0.61,0.34,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004924,2026-03-16 02:32:00,2,BLR-BELLAN-06,Bellandur EcoSpace,4.93,47.8,19.7,1.48,6.36,0.97,0.69,0.94,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004925,2026-03-27 10:07:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,4.09,20.5,58.0,10.19,6.2,1.31,0.56,0.25,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004926,2026-03-15 15:00:00,15,BLR-INDIRA-10,Indiranagar 100ft Road,10.75,30.3,40.2,4.78,4.52,1.97,0.41,0.3,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004927,2026-02-25 21:07:00,21,BLR-HEBBL-04,Hebbal Flyover,11.36,39.5,53.6,4.89,5.21,2.13,0.38,0.77,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004928,2026-02-22 10:05:00,10,BLR-HEBBL-04,Hebbal Flyover,8.06,77.4,129.8,6.04,6.95,1.68,0.45,0.87,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004929,2026-03-12 20:28:00,20,BLR-SILK-01,Silk Board Junction,3.39,31.1,65.9,7.63,6.76,1.93,0.48,0.72,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004930,2026-03-27 19:08:00,19,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.72,57.4,128.6,8.07,6.52,1.18,0.49,0.7,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004931,2026-03-12 03:08:00,3,BLR-HEBBL-04,Hebbal Flyover,10.88,49.3,120.3,8.78,8.22,1.89,0.42,0.68,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004932,2026-01-17 05:24:00,5,BLR-ORR-08,Outer Ring Road Sarjapur Jn,6.9,71.1,34.9,1.77,5.6,0.94,0.68,0.78,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004933,2026-03-03 16:23:00,16,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.4,60.9,69.5,4.11,4.08,1.47,0.76,0.74,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004934,2026-03-15 05:18:00,5,BLR-HEBBL-04,Hebbal Flyover,6.04,62.4,82.8,4.78,2.6,0.86,0.53,0.3,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004935,2026-01-28 14:40:00,14,BLR-MARATH-05,Marathahalli Bridge,4.3,38.5,14.7,1.37,10.41,1.25,0.65,0.31,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004936,2026-02-27 04:38:00,4,BLR-KRPUR-03,KR Puram Hanging Bridge,9.24,59.0,69.5,4.24,4.31,1.23,0.49,0.31,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004937,2026-03-06 19:43:00,19,BLR-ECITY-02,Electronic City Toll,5.03,84.7,100.0,4.25,2.61,1.17,0.85,0.24,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004938,2026-03-10 20:42:00,20,BLR-MGROAD-11,MG Road Brigade Jn,2.6,70.5,128.0,6.54,6.56,1.16,0.62,0.32,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004939,2026-03-31 06:57:00,6,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.36,63.2,102.3,5.83,4.61,1.71,0.49,0.32,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004940,2026-01-08 15:51:00,15,BLR-MGROAD-11,MG Road Brigade Jn,10.0,31.5,92.4,10.56,5.37,1.48,0.82,0.53,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004941,2026-01-22 16:09:00,16,BLR-KORAM-09,Koramangala Sony World Jn,2.45,38.8,42.3,3.92,6.0,1.73,0.51,0.91,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004942,2026-03-01 07:55:00,7,BLR-MGROAD-11,MG Road Brigade Jn,6.03,45.1,70.6,5.64,10.99,1.25,0.76,0.62,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004943,2026-02-05 04:44:00,4,BLR-ECITY-02,Electronic City Toll,11.11,63.1,82.5,4.71,3.74,1.0,0.37,0.69,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004944,2026-01-07 22:22:00,22,BLR-KRPUR-03,KR Puram Hanging Bridge,3.13,65.7,60.9,3.34,11.96,1.49,0.44,0.67,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004945,2026-01-05 06:16:00,6,BLR-WFIELD-07,Whitefield ITPL Main Gate,5.41,76.9,113.9,5.33,11.16,1.66,0.38,0.49,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004946,2026-01-01 04:40:00,4,BLR-YESHW-12,Yeshwanthpur TTMC Circle,9.52,25.3,16.1,2.29,9.11,1.67,0.85,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004947,2026-03-20 00:51:00,0,BLR-ECITY-02,Electronic City Toll,10.03,32.6,8.8,0.97,2.55,1.97,0.73,0.43,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004948,2026-03-10 12:04:00,12,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.6,36.4,18.2,1.8,4.34,2.02,0.42,0.36,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004949,2026-02-05 15:23:00,15,BLR-MGROAD-11,MG Road Brigade Jn,5.03,28.7,104.4,13.1,11.37,0.92,0.51,0.35,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004950,2026-01-21 07:45:00,7,BLR-WFIELD-07,Whitefield ITPL Main Gate,6.17,27.5,124.8,16.34,3.09,1.89,0.74,0.47,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004951,2026-02-26 22:52:00,22,BLR-KRPUR-03,KR Puram Hanging Bridge,10.32,35.6,23.2,2.35,10.23,1.36,0.38,0.83,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004952,2026-02-03 03:22:00,3,BLR-KRPUR-03,KR Puram Hanging Bridge,5.96,76.6,130.7,6.14,3.63,0.99,0.42,0.2,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004953,2026-01-03 15:55:00,15,BLR-INDIRA-10,Indiranagar 100ft Road,9.09,72.5,102.4,5.08,6.44,1.61,0.81,0.34,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004954,2026-03-01 02:35:00,2,BLR-SILK-01,Silk Board Junction,7.53,48.5,23.0,1.71,10.67,1.87,0.41,0.81,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004955,2026-01-18 03:00:00,3,BLR-ECITY-02,Electronic City Toll,3.95,32.7,15.3,1.68,2.76,0.8,0.47,0.44,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004956,2026-03-28 02:50:00,2,BLR-MARATH-05,Marathahalli Bridge,3.09,53.2,35.8,2.42,10.76,0.83,0.37,0.16,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004957,2026-02-27 21:27:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,5.39,75.7,19.8,0.94,10.99,0.96,0.64,0.17,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004958,2026-02-27 15:36:00,15,BLR-SILK-01,Silk Board Junction,2.57,50.1,32.9,2.36,8.81,1.01,0.44,0.76,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004959,2026-01-31 04:36:00,4,BLR-MARATH-05,Marathahalli Bridge,6.47,56.7,50.5,3.21,7.38,0.91,0.36,0.52,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004960,2026-03-14 16:26:00,16,BLR-SILK-01,Silk Board Junction,6.6,41.2,21.9,1.91,7.21,1.17,0.4,0.53,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004961,2026-02-14 11:39:00,11,BLR-ECITY-02,Electronic City Toll,5.81,55.1,136.3,8.91,11.38,0.93,0.61,0.75,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004962,2026-03-05 00:31:00,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,7.79,20.0,42.7,7.69,11.8,1.2,0.82,0.22,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004963,2026-02-20 20:22:00,20,BLR-BELLAN-06,Bellandur EcoSpace,7.99,22.2,96.3,15.62,11.43,1.27,0.38,0.45,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004964,2026-03-10 08:09:00,8,BLR-MGROAD-11,MG Road Brigade Jn,9.29,29.8,137.8,16.65,8.44,1.87,0.36,0.21,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004965,2026-03-13 19:28:00,19,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.27,63.2,112.9,6.43,4.99,1.84,0.66,0.24,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004966,2026-03-19 07:59:00,7,BLR-KORAM-09,Koramangala Sony World Jn,10.09,74.4,108.5,5.25,6.82,1.61,0.59,0.36,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004967,2026-01-20 01:00:00,1,BLR-BELLAN-06,Bellandur EcoSpace,9.49,55.9,10.4,0.67,5.56,0.85,0.53,0.77,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004968,2026-02-08 03:37:00,3,BLR-BELLAN-06,Bellandur EcoSpace,7.87,21.0,58.1,9.96,8.89,1.01,0.84,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004969,2026-03-13 10:36:00,10,BLR-MGROAD-11,MG Road Brigade Jn,4.57,31.0,20.0,2.32,3.46,1.59,0.66,0.53,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004970,2026-03-05 22:47:00,22,BLR-MGROAD-11,MG Road Brigade Jn,3.27,38.3,79.3,7.45,8.14,1.2,0.42,0.39,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004971,2026-01-27 01:17:00,1,BLR-KORAM-09,Koramangala Sony World Jn,7.12,37.5,91.8,8.81,5.42,1.78,0.84,0.31,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004972,2026-01-28 11:18:00,11,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.67,48.8,84.4,6.23,10.21,1.86,0.77,0.91,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004973,2026-03-24 23:19:00,23,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.75,64.1,63.6,3.57,9.23,0.86,0.48,0.76,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004974,2026-01-11 17:35:00,17,BLR-HEBBL-04,Hebbal Flyover,3.13,77.9,137.4,6.35,6.56,2.08,0.82,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004975,2026-01-05 04:38:00,4,BLR-HEBBL-04,Hebbal Flyover,3.33,59.7,125.5,7.57,7.52,1.38,0.79,0.28,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004976,2026-02-23 04:04:00,4,BLR-ECITY-02,Electronic City Toll,6.6,70.7,139.0,7.08,4.99,2.19,0.64,0.94,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004977,2026-02-24 21:09:00,21,BLR-MARATH-05,Marathahalli Bridge,7.83,46.5,88.1,6.82,8.43,1.57,0.46,0.53,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004978,2026-01-26 15:40:00,15,BLR-INDIRA-10,Indiranagar 100ft Road,10.07,39.1,139.1,12.81,5.77,1.26,0.78,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004979,2026-03-15 01:48:00,1,BLR-MARATH-05,Marathahalli Bridge,4.9,64.9,116.4,6.46,4.4,1.37,0.74,0.19,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004980,2026-02-26 06:40:00,6,BLR-KRPUR-03,KR Puram Hanging Bridge,5.93,20.0,105.4,18.97,8.46,1.59,0.61,0.6,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004981,2026-03-01 17:31:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,11.3,63.8,20.7,1.17,6.48,0.75,0.7,0.5,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004982,2026-01-20 21:33:00,21,BLR-MARATH-05,Marathahalli Bridge,8.87,46.7,19.7,1.52,6.05,1.21,0.58,0.24,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004983,2026-03-15 14:50:00,14,BLR-ECITY-02,Electronic City Toll,8.41,42.3,79.2,6.74,5.36,1.58,0.56,0.75,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004984,2026-01-27 19:52:00,19,BLR-YESHW-12,Yeshwanthpur TTMC Circle,6.2,50.1,124.6,8.95,6.06,1.55,0.39,0.45,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004985,2026-03-12 09:03:00,9,BLR-INDIRA-10,Indiranagar 100ft Road,9.24,29.4,58.5,7.16,3.4,1.97,0.42,0.53,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004986,2026-03-16 13:48:00,13,BLR-ECITY-02,Electronic City Toll,9.61,67.2,60.5,3.24,7.33,1.56,0.41,0.93,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004987,2026-03-15 00:17:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,9.99,67.2,118.2,6.33,8.12,2.14,0.4,0.71,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004988,2026-02-11 11:52:00,11,BLR-KRPUR-03,KR Puram Hanging Bridge,6.51,76.3,22.8,1.08,10.36,2.12,0.61,0.59,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004989,2026-03-21 20:55:00,20,BLR-MGROAD-11,MG Road Brigade Jn,11.01,71.4,84.7,4.27,6.37,1.44,0.78,0.67,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004990,2026-01-26 23:01:00,23,BLR-ECITY-02,Electronic City Toll,10.0,48.6,11.4,0.84,4.46,1.92,0.85,0.45,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004991,2026-01-27 07:44:00,7,BLR-BELLAN-06,Bellandur EcoSpace,3.11,57.6,102.7,6.42,11.63,2.03,0.55,0.91,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004992,2026-01-27 12:12:00,12,BLR-KORAM-09,Koramangala Sony World Jn,9.48,83.4,34.7,1.5,5.23,1.86,0.48,0.22,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004993,2026-03-15 04:15:00,4,BLR-MARATH-05,Marathahalli Bridge,11.24,21.1,132.3,22.57,9.86,0.89,0.51,0.3,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004994,2026-03-24 16:03:00,16,BLR-WFIELD-07,Whitefield ITPL Main Gate,7.86,65.6,89.3,4.9,3.23,0.88,0.56,0.35,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004995,2026-01-09 21:49:00,21,BLR-SILK-01,Silk Board Junction,5.76,82.8,82.9,3.6,9.77,1.11,0.54,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004996,2026-02-04 16:59:00,16,BLR-ORR-08,Outer Ring Road Sarjapur Jn,8.12,50.7,55.5,3.94,2.97,2.06,0.44,0.45,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004997,2026-03-23 01:04:00,1,BLR-SILK-01,Silk Board Junction,11.28,27.9,34.8,4.49,5.48,1.28,0.56,0.3,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-004998,2026-03-27 12:30:00,12,BLR-ECITY-02,Electronic City Toll,3.86,55.4,82.6,5.37,5.8,1.67,0.43,0.59,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-004999,2026-03-28 19:36:00,19,BLR-BELLAN-06,Bellandur EcoSpace,9.07,58.1,56.9,3.53,2.65,1.34,0.84,0.18,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005000,2026-03-03 23:50:00,23,BLR-HEBBL-04,Hebbal Flyover,9.17,79.3,130.2,5.91,10.44,2.13,0.43,0.33,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005001,2026-01-04 06:33:00,6,BLR-KORAM-09,Koramangala Sony World Jn,8.71,55.7,105.8,6.84,3.26,1.25,0.59,0.78,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005002,2026-02-08 13:41:00,13,BLR-HEBBL-04,Hebbal Flyover,6.74,43.5,135.9,11.25,6.37,0.91,0.71,0.65,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005003,2026-03-13 22:26:00,22,BLR-MARATH-05,Marathahalli Bridge,10.18,33.8,44.7,4.76,6.81,1.99,0.61,0.67,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005004,2026-01-28 03:41:00,3,BLR-INDIRA-10,Indiranagar 100ft Road,10.47,31.2,123.0,14.19,8.64,1.06,0.59,0.84,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005005,2026-01-21 17:52:00,17,BLR-ECITY-02,Electronic City Toll,7.51,50.1,102.0,7.33,7.41,2.09,0.46,0.56,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005006,2026-02-27 20:49:00,20,BLR-KORAM-09,Koramangala Sony World Jn,7.11,47.0,128.5,9.84,7.05,0.96,0.36,0.19,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005007,2026-02-07 02:59:00,2,BLR-SILK-01,Silk Board Junction,8.21,24.0,22.4,3.36,10.77,1.05,0.62,0.77,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005008,2026-03-17 23:20:00,23,BLR-KORAM-09,Koramangala Sony World Jn,7.66,74.8,42.3,2.04,6.1,0.79,0.49,0.8,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005009,2026-03-19 19:27:00,19,BLR-SILK-01,Silk Board Junction,4.52,61.4,75.3,4.41,11.55,1.69,0.51,0.96,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005010,2026-03-30 15:36:00,15,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.84,66.2,62.7,3.41,6.99,1.92,0.5,0.88,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005011,2026-01-11 17:41:00,17,BLR-SILK-01,Silk Board Junction,6.84,80.8,125.6,5.6,7.06,1.75,0.59,0.87,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005012,2026-02-14 21:37:00,21,BLR-KRPUR-03,KR Puram Hanging Bridge,9.97,53.0,21.4,1.45,11.78,0.88,0.81,0.75,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005013,2026-01-31 05:38:00,5,BLR-KORAM-09,Koramangala Sony World Jn,5.59,38.7,64.2,5.97,9.92,1.74,0.81,0.83,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005014,2026-01-16 07:47:00,7,BLR-WFIELD-07,Whitefield ITPL Main Gate,5.21,36.3,79.6,7.89,7.09,1.58,0.69,0.46,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005015,2026-01-13 03:15:00,3,BLR-INDIRA-10,Indiranagar 100ft Road,5.63,82.1,38.3,1.68,10.45,1.7,0.84,0.57,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005016,2026-02-02 13:19:00,13,BLR-INDIRA-10,Indiranagar 100ft Road,7.67,67.3,124.5,6.66,9.73,2.01,0.56,0.79,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005017,2026-03-23 14:24:00,14,BLR-HEBBL-04,Hebbal Flyover,8.4,59.2,77.9,4.74,10.55,1.18,0.4,0.6,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005018,2026-03-28 21:34:00,21,BLR-KORAM-09,Koramangala Sony World Jn,4.7,37.4,123.6,11.9,11.19,1.77,0.47,0.16,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005019,2026-01-07 08:11:00,8,BLR-SILK-01,Silk Board Junction,10.72,75.9,25.9,1.23,9.56,1.86,0.45,0.85,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005020,2026-02-18 02:10:00,2,BLR-SILK-01,Silk Board Junction,4.09,53.0,16.5,1.12,8.77,1.3,0.4,0.51,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005021,2026-01-01 14:18:00,14,BLR-BELLAN-06,Bellandur EcoSpace,3.45,23.0,108.8,17.03,3.55,1.05,0.55,0.53,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005022,2026-01-15 10:53:00,10,BLR-BELLAN-06,Bellandur EcoSpace,7.02,36.6,126.0,12.39,5.5,1.21,0.38,0.4,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005023,2026-02-13 16:08:00,16,BLR-KRPUR-03,KR Puram Hanging Bridge,7.19,62.9,41.0,2.35,2.88,1.07,0.58,0.5,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005024,2026-02-28 11:35:00,11,BLR-MARATH-05,Marathahalli Bridge,3.05,23.3,76.8,11.87,8.2,1.24,0.81,0.26,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005025,2026-01-19 03:50:00,3,BLR-MARATH-05,Marathahalli Bridge,7.41,50.3,86.3,6.18,2.95,1.9,0.39,0.68,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005026,2026-01-09 21:37:00,21,BLR-MARATH-05,Marathahalli Bridge,7.54,72.4,118.6,5.9,6.36,0.8,0.35,0.44,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005027,2026-02-12 12:59:00,12,BLR-MGROAD-11,MG Road Brigade Jn,8.66,74.4,117.5,5.69,7.02,1.1,0.4,0.64,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005028,2026-02-26 01:52:00,1,BLR-BELLAN-06,Bellandur EcoSpace,10.97,73.0,69.3,3.42,8.41,1.09,0.53,0.82,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005029,2026-01-02 20:17:00,20,BLR-KRPUR-03,KR Puram Hanging Bridge,6.41,84.1,18.3,0.78,11.99,2.0,0.61,0.18,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005030,2026-03-21 09:16:00,9,BLR-ECITY-02,Electronic City Toll,7.79,66.9,120.6,6.49,4.33,1.26,0.69,0.85,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005031,2026-03-16 01:38:00,1,BLR-MARATH-05,Marathahalli Bridge,9.72,29.5,33.9,4.14,4.19,2.1,0.48,0.33,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005032,2026-01-01 02:35:00,2,BLR-ORR-08,Outer Ring Road Sarjapur Jn,2.19,21.7,76.7,12.72,9.3,1.9,0.5,0.94,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005033,2026-02-20 06:57:00,6,BLR-MARATH-05,Marathahalli Bridge,3.43,66.5,80.2,4.34,5.41,0.93,0.8,0.53,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005034,2026-01-28 06:02:00,6,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.42,64.7,109.3,6.08,5.29,2.01,0.59,0.95,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005035,2026-03-17 13:05:00,13,BLR-ORR-08,Outer Ring Road Sarjapur Jn,5.73,39.6,110.6,10.05,5.19,2.06,0.69,0.18,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005036,2026-03-27 03:08:00,3,BLR-HEBBL-04,Hebbal Flyover,11.49,73.1,21.0,1.03,8.46,2.02,0.42,0.79,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005037,2026-03-08 02:22:00,2,BLR-WFIELD-07,Whitefield ITPL Main Gate,2.52,56.9,22.6,1.43,4.95,0.72,0.51,0.77,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005038,2026-01-02 04:20:00,4,BLR-HEBBL-04,Hebbal Flyover,3.35,75.3,100.7,4.81,7.44,1.38,0.65,0.29,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005039,2026-03-20 17:21:00,17,BLR-INDIRA-10,Indiranagar 100ft Road,11.0,65.5,105.7,5.81,7.81,1.84,0.65,0.6,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005040,2026-03-12 10:06:00,10,BLR-INDIRA-10,Indiranagar 100ft Road,4.22,24.0,113.6,17.04,7.03,1.46,0.72,0.83,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005041,2026-01-31 02:19:00,2,BLR-SILK-01,Silk Board Junction,4.51,62.8,30.3,1.74,6.34,1.43,0.47,0.55,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005042,2026-03-22 21:06:00,21,BLR-KORAM-09,Koramangala Sony World Jn,10.78,61.0,109.1,6.44,4.08,0.73,0.39,0.84,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005043,2026-03-05 08:27:00,8,BLR-KORAM-09,Koramangala Sony World Jn,4.71,21.3,57.4,9.7,7.91,1.38,0.45,0.98,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005044,2026-03-18 13:47:00,13,BLR-ORR-08,Outer Ring Road Sarjapur Jn,10.25,45.8,82.2,6.46,4.45,1.08,0.52,0.47,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005045,2026-03-02 18:09:00,18,BLR-INDIRA-10,Indiranagar 100ft Road,8.36,80.8,133.9,5.97,9.73,1.62,0.5,0.54,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005046,2026-02-14 17:43:00,17,BLR-SILK-01,Silk Board Junction,2.62,51.7,36.3,2.53,11.2,1.71,0.36,0.94,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-005047,2026-03-25 12:42:00,12,BLR-SILK-01,Silk Board Junction,5.6,68.9,126.4,6.6,4.44,1.79,0.79,0.37,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005048,2026-01-19 16:50:00,16,BLR-ECITY-02,Electronic City Toll,8.1,42.8,90.5,7.61,4.74,1.76,0.37,0.22,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-005049,2026-02-04 00:19:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.18,28.3,35.2,4.48,2.6,2.0,0.37,0.46,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
